"party","C"
"praktisk","4.0"
"sammanhang","5.0"
"överlämnade","1.0"
"gjordes","3.0"
"olycksaliga","1.0"
"fiberutbyggnad","1.0"
"potential","8.0"
"förstärkningen","1.0"
"medfinansiering","3.0"
"fattats","2.0"
"tänka","9.0"
"äldreomsorg","1.0"
"sektor","2.0"
"frågeställning","2.0"
"punkterna","1.0"
"tack","25.0"
"belysa","1.0"
"vårändringsbudget","1.0"
"förbättrar","3.0"
"raljerades","1.0"
"enig","1.0"
"förbättrad","2.0"
"ägda","1.0"
"tänkt","6.0"
"miljöföroreningar","1.0"
"utnyttja","1.0"
"elström?","1.0"
"underminera","1.0"
"siffertricksande","2.0"
"lämna","1.0"
"okej","2.0"
"betraktas","2.0"
"bedömare","1.0"
"vuxna","2.0"
"bolag","2.0"
"uppslutning","2.0"
"bostadsminister","1.0"
"skrivelse","1.0"
"med?","1.0"
"kampen","1.0"
"substitution","1.0"
"restriktiva","3.0"
"blivande","1.0"
"sändes","1.0"
"medveten","6.0"
"täckningsgrader","1.0"
"hänvisas","3.0"
"hänvisat","1.0"
"sätta","8.0"
"tidigt","1.0"
"länder","9.0"
"inriktning","7.0"
"kallinge","1.0"
"motverkar","1.0"
"september","1.0"
"margareta","1.0"
"vargfrågan","1.0"
"förbättras","4.0"
"kämpigt","1.0"
"sjunker","1.0"
"visade","3.0"
"presenteras","2.0"
"synnerligen","2.0"
"presenterat","4.0"
"bemötande","3.0"
"presenterar","2.0"
"process","3.0"
"försiktighetsprincipen","7.0"
"riskerar","12.0"
"stärker","3.0"
"kalmar","2.0"
"chef","1.0"
"alternativa","8.0"
"heter","1.0"
"hänvisar","5.0"
"mössan","2.0"
"täckningsgraden","1.0"
"glad","6.0"
"alternativt","1.0"
"resurser","6.0"
"7,2","1.0"
"landstingsledningens","1.0"
"animalieproduktion","1.0"
"känsla","3.0"
"amerika","1.0"
"läcker","1.0"
"sekund","1.0"
"lämnade","2.0"
"vardera","1.0"
"eu-nivå","2.0"
"3 500","1.0"
"förmedlingsaktörer","1.0"
"närmaste","3.0"
"ljuset","3.0"
"lättare","3.0"
"neutralitetspolitiken","2.0"
"90-tal","1.0"
"noterar","7.0"
"helhetsgrepp","2.0"
"nyanlända","4.0"
"skicka","1.0"
"noterat","1.0"
"noteras","1.0"
"omedelbart","2.0"
"detaljer","1.0"
"300 meter","1.0"
"<em>sin</em>","1.0"
"skatten","14.0"
"citat","1.0"
"skatter","4.0"
"otrolig","1.0"
"tillståndet?","1.0"
"gängse","1.0"
"allvarliga","2.0"
"därifrån","1.0"
"population","1.0"
"förlängningen","1.0"
"rapportera","1.0"
"utpekade","3.0"
"dadgostars","1.0"
"ändamålsenlig","1.0"
"flexibla","1.0"
"sverige","88.0"
"billigare","1.0"
"jämförelse","2.0"
"utfasade","1.0"
"samhällsutveckling","1.0"
"allvarligaste","2.0"
"organ","1.0"
"fingret","1.0"
"annan","17.0"
"fick","13.0"
"hon","7.0"
"utbyggd","2.0"
"förtydligande","1.0"
"invånare","2.0"
"saklig","1.0"
"hjälpa","1.0"
"hot","2.0"
"västernorrland","2.0"
"hos","16.0"
"olyckligt","4.0"
"resultatet","6.0"
"betydande","3.0"
"begraver","1.0"
"tidningen","1.0"
"respektive","1.0"
"samhällskostnaden","1.0"
"delvis","2.0"
"peter","1.0"
"vattenkraften","1.0"
"skäl","4.0"
"sträckan","1.0"
"neutralt","2.0"
"sökanden","1.0"
"annat","33.0"
"vårproposition","1.0"
"trappor","1.0"
"också","179.0"
"flyttade","1.0"
"hälsocentraler","1.0"
"utsläppskällor","1.0"
"kallade","7.0"
"avgörande","5.0"
"jaktfrågorna","1.0"
"tillämpningsfas","1.0"
"värde","2.0"
"världens","2.0"
"siffra","2.0"
"prägla","1.0"
"exportändamål","1.0"
"myndighetschef","1.0"
"byggindustrierna","1.0"
"tryggheten","1.0"
"erkännande","3.0"
"vattendragen","1.0"
"snittet","1.0"
"etjänster","1.0"
"tals","1.0"
"dubbla","3.0"
"borgerliga","3.0"
"eu-stödet","1.0"
"myndigheter","23.0"
"krafttag","1.0"
"frustrerade","1.0"
"myndigheten","6.0"
"20 000","1.0"
"hoppfull","1.0"
"primära","1.0"
"statsstödsregler","1.0"
"tala","2.0"
"rapporten;","1.0"
"förutsätter","7.0"
"innebar","3.0"
"utbredning","1.0"
"skyddsjakten","1.0"
"väcktes","1.0"
"angrepp","5.0"
"ägna","2.0"
"takt","5.0"
"säsongsanställda","1.0"
"samhällsvärdet","1.0"
"transporterar","1.0"
"planer","2.0"
"transporteras","1.0"
"mineralgödselkvävet","2.0"
"transporterat","1.0"
"passar","1.0"
"både","35.0"
"landsbygdsprogrammet","7.0"
"lösning","10.0"
"gemensamt","6.0"
"båda","6.0"
"neutrala","6.0"
"utveckling.","1.0"
"verksamhetens","1.0"
"belasta","1.0"
"besökte","1.0"
"flygvapnet","1.0"
"stadigt","4.0"
"återintroducera","3.0"
"transportsektorn","2.0"
"ljud","1.0"
"2012","2.0"
"2011","2.0"
"lastbilstransporterna","2.0"
"2010","2.0"
"individer","1.0"
"regeringsbärande","1.0"
"individen","1.0"
"2009","1.0"
"utökningarna","1.0"
"2008","1.0"
"redogöra","2.0"
"nödvändighet","1.0"
"skickat","1.0"
"tror","34.0"
"bland","22.0"
"lagstiftningen?","1.0"
"intäkterna","2.0"
"just","51.0"
"handelsgödselanvändningen","2.0"
"sviker","1.0"
"telia","13.0"
"alltihop","1.0"
"området?","1.0"
"vilda","1.0"
"gammal","3.0"
"2020","4.0"
"tillbaka","17.0"
"tron","1.0"
"åkerier","2.0"
"beprövade","1.0"
"bolaget?","1.0"
"2017","2.0"
"2016","4.0"
"konsekvensen?","1.0"
"känslan","1.0"
"2015","9.0"
"2014","6.0"
"2013","7.0"
"sammanfaller","1.0"
"tama","1.0"
"trodde","2.0"
"ökande","1.0"
"pekpinne","1.0"
"president","1.0"
"eu-kommissionen","1.0"
"departement","5.0"
"hur","132.0"
"gentemot","3.0"
"likvärdiga","1.0"
"hus","6.0"
"flexibel","4.0"
"bosätta","1.0"
"utfasad","1.0"
"kommunfullmäktige","1.0"
"raden","1.0"
"interpellationsdebatter","1.0"
"hellre","2.0"
"känslomässiga","1.0"
"missnöjda","1.0"
"2030","1.0"
"interpellationssvaret","1.0"
"förståelse","2.0"
"interpellationsdebatten","1.0"
"gränsvärden","1.0"
"strikt","1.0"
"ärade","5.0"
"uppmanas","1.0"
"avund","1.0"
"desamma","1.0"
"klubbades","1.0"
"balanserande","1.0"
"motstående","1.0"
"eu-regelverken","2.0"
"lindas","1.0"
"nooshi","3.0"
"riktvärdena","1.0"
"störa","1.0"
"rovdjursangrepp","2.0"
"utkomst","1.0"
"transporterna","3.0"
"redovisa","2.0"
"mark-","2.0"
"inledningsanförande","1.0"
"vänsterpartiet","6.0"
"konkurrenskraftig","1.0"
"implementeringen","2.0"
"effektuera","1.0"
"män","1.0"
"riskkapitalet","1.0"
"uppenbarligen","2.0"
"eu-regelverket","1.0"
"gärna","20.0"
"ungdomsbonusar","1.0"
"upphandlingsmyndighetens","1.0"
"viktiga","11.0"
"natur","1.0"
"synintryck","1.0"
"bekostades","1.0"
"hårdare","2.0"
"befintlig","2.0"
"flesta","11.0"
"2050","1.0"
"ingripa","1.0"
"samhällseffekter","1.0"
"skillnaden","3.0"
"flexicurity","1.0"
"stadsutveckling","1.0"
"mål","3.0"
"osäkerheten","3.0"
"skillnader","3.0"
"mån","2.0"
"låtsasdepartement","1.0"
"inspektör","1.0"
"nyss","1.0"
"följd","2.0"
"periods","1.0"
"tooway","1.0"
"förändra","2.0"
"viktigt","70.0"
"thalén","3.0"
"följa","13.0"
"värna","3.0"
"naturreservat","1.0"
"dagarna","1.0"
"mekanismer","1.0"
"transporttyperna","1.0"
"husvagn","1.0"
"avvägningar","1.0"
"positiva","2.0"
"följt","2.0"
"bevis","3.0"
"skilda","2.0"
"lämnades","2.0"
"stöta","1.0"
"värma","1.0"
"hårdast","2.0"
"besöker","1.0"
"undersökning","1.0"
"hopp","1.0"
"områdena","3.0"
"belopp","1.0"
"botten","11.0"
"vargstamsförvaltning","1.0"
"kommissionen;","1.0"
"ockuperad","1.0"
"åhörare","2.0"
"hogan","1.0"
"genomförts","1.0"
"småföretag","1.0"
"skandalartat","1.0"
"branscher","1.0"
"radie","1.0"
"värnar","3.0"
"eko</em>","1.0"
"4 miljoner","1.0"
"städer","3.0"
"söderut","3.0"
"branschen","6.0"
"levererar","4.0"
"umeå","6.0"
"lagts","2.0"
"avvägning","2.0"
"död","1.0"
"värld","1.0"
"centraliseras","2.0"
"kammaren","17.0"
"försöka","9.0"
"fina","2.0"
"orsaker","1.0"
"internationell","1.0"
"döm","1.0"
"hanteringen","9.0"
"bokningar","1.0"
"fattade","3.0"
"orsaken","2.0"
"vilka","31.0"
"områden?","1.0"
"vilja","36.0"
"regelverket","4.0"
"hejda","1.0"
"idéer","2.0"
"utsträckning","5.0"
"beställde","1.0"
"djuret.","1.0"
"trilskande","1.0"
"försökt","2.0"
"timmer","1.0"
"presskonferens","1.0"
"deras","6.0"
"samband","1.0"
"nytt","7.0"
"måla","1.0"
"grepp","5.0"
"konkurrenskraften","8.0"
"finanskrisen","2.0"
"position","2.0"
"definitivt","1.0"
"gröna","14.0"
"konstatera","24.0"
"regelverken","5.0"
"respektlöst","1.0"
"lättast","1.0"
"bristsituation","1.0"
"apropå","1.0"
"sådana","14.0"
"efterfrågade","1.0"
"jaktbar","1.0"
"fram","65.0"
"djurarter","1.0"
"utvalda","1.0"
"statskassan","1.0"
"utformas","1.0"
"mest","6.0"
"utformat","1.0"
"kanotist","1.0"
"summan","2.0"
"sådant","19.0"
"säkra","2.0"
"markerna","1.0"
"stånd","1.0"
"stambanan","1.0"
"kabinettssekreterarens","3.0"
"transportsystemet","1.0"
"ögonen","1.0"
"olönsamma","1.0"
"socken","1.0"
"företagaren","1.0"
"spelregler","1.0"
"processen","3.0"
"finansieringen","2.0"
"näringskopplingen","1.0"
"påpeka","3.0"
"blanda","1.0"
"fundera","3.0"
"minnes","1.0"
"strandskydd","8.0"
"mera","1.0"
"släcka","1.0"
"trygghetslarm","1.0"
"ledningsbygget","1.0"
"uttala","1.0"
"villa","1.0"
"läggas","5.0"
"storstadsregionerna","2.0"
"beklagar","1.0"
"liksom","5.0"
"anslaget","1.0"
"ytterligheterna","1.0"
"anslagen","1.0"
"motsvara","1.0"
"fastighetsägarna","1.0"
"tveklöst","1.0"
"kraftfull","1.0"
"delegerats","2.0"
"perfluorerade","6.0"
"ledaren","1.0"
"bromsas","1.0"
"inlägg","6.0"
"hettar","1.0"
"kontrollant","1.0"
"medfinansieringen","1.0"
"mycket","88.0"
"anläggningarna","1.0"
"arbetsgivaravgifterna","3.0"
"upplevt","1.0"
"nätter","1.0"
"förbjudet","1.0"
"befolkningssituation","1.0"
"kommissionen","4.0"
"sträckor","1.0"
"gillande","2.0"
"beskriva","3.0"
"föregående","4.0"
"tyskland","4.0"
"slutändan","6.0"
"stickmygg","1.0"
"globala","2.0"
"timmar","3.0"
"överklaga","1.0"
"intention","3.0"
"konflikterna","1.0"
"sälenfjällen","2.0"
"årligen","4.0"
"momsintäkter","1.0"
"utökat","2.0"
"mängd","3.0"
"återinförd","1.0"
"aftonbladet","1.0"
"utökas","2.0"
"återinföra","4.0"
"utökar","1.0"
"länsstyrelsens","5.0"
"missförstånd","1.0"
"tolkningar","1.0"
"tappa","1.0"
"ingemar","1.0"
"samhällsnytta","1.0"
"jättelånga","1.0"
"global","1.0"
"rickard","8.0"
"allvar","1.0"
"fasta","4.0"
"hagen","1.0"
"framtida","2.0"
"gamla","6.0"
"rättare","1.0"
"djurägarens","1.0"
"hållbarhetskriterier","1.0"
"ställa","19.0"
"inriktningen?","2.0"
"sorgligt","1.0"
"avtalen","1.0"
"fred","1.0"
"mött","3.0"
"befolkningsmässigt","1.0"
"oroad","3.0"
"slopade","1.0"
"hopräknat","1.0"
"kraftfullt","5.0"
"myndigheterna","4.0"
"möta","5.0"
"ståt","1.0"
"skyndsamma","1.0"
"landsbygdspolitik","3.0"
"nematoder","1.0"
"ställe","3.0"
"bredbandsfrågan","1.0"
"trovärdigt","1.0"
"pfos","2.0"
"drygt","7.0"
"möte","1.0"
"allemansrätten","2.0"
"framlagda","1.0"
"skogarna","1.0"
"ambitioner","5.0"
"enkelhet","1.0"
"nohrén","1.0"
"ambitionen","6.0"
"partigränserna","1.0"
"står","18.0"
"ställt","3.0"
"lantbrukarnas","1.0"
"ställs","1.0"
"avståndsbaserade","1.0"
"kompetensen","2.0"
"östersjöns","1.0"
"reflektera","1.0"
"uppfylla","2.0"
"snabba","6.0"
"intentionen","1.0"
"rädd","4.0"
"fixerat","1.0"
"hyllningar","1.0"
"acceptera","3.0"
"intentioner","1.0"
"regeringskansliet?","1.0"
"bekämpa","4.0"
"lägger","7.0"
"småländska","1.0"
"strandskyddsreglerna","1.0"
"faktumet","1.0"
"symbolskatter","1.0"
"tydliga","13.0"
"fortsätta","15.0"
"positivt","17.0"
"representerade","1.0"
"berör","10.0"
"målsättningar","1.0"
"betalar","6.0"
"högre","11.0"
"tydligt","18.0"
"problematiskt","1.0"
"verksamhetsmässigt","1.0"
"sofia","1.0"
"kritisk","3.0"
"siffran","1.0"
"reaktioner","1.0"
"marksnål","1.0"
"lätta","2.0"
"sorsele","1.0"
"försvann","1.0"
"föreslog","1.0"
"palestina","3.0"
"motstridiga","2.0"
"beskattning","1.0"
"80-talet","2.0"
"landsortens","4.0"
"åtminstone","6.0"
"höjden","1.0"
"regeringsnivå","1.0"
"gult","1.0"
"påbörjades","1.0"
"kommittén","1.0"
"ligger","29.0"
"kväveskatt","3.0"
"humör","1.0"
"elströmmen","1.0"
"säsongsarbetarna","1.0"
"beskrivs","2.0"
"kille","1.0"
"gula","2.0"
"fritid","1.0"
"ställning","1.0"
"fria","2.0"
"förespråka","1.0"
"komplicerade","1.0"
"samlande","1.0"
"rovdjurstryck","2.0"
"tråkigt","1.0"
"lokalkontor?","1.0"
"beskrivning","1.0"
"däribland","1.0"
"tilltänkta","1.0"
"begrip.","1.0"
"isak","3.0"
"propaganda","2.0"
"pålaga","1.0"
"avvägningsfråga","1.0"
"dispenserna","1.0"
"transportkostnader","1.0"
"allmännyttiga","1.0"
"jaktmarkerna","1.0"
"järnvägsanställda","1.0"
"norrländska","1.0"
"gjort","11.0"
"bredbandserbjudande","1.0"
"överklagades","1.0"
"tillgångar","1.0"
"flyttar?","2.0"
"eftersom","28.0"
"stannar","1.0"
"tvärs","1.0"
"väg","5.0"
"bredbandsutbyggnaden","1.0"
"kvar?","1.0"
"långvarig","1.0"
"aktörerna","1.0"
"trafikkapaciteten","1.0"
"förhoppningsvis","1.0"
"återstår","3.0"
"väl","31.0"
"it-krigföring","1.0"
"skattetrycket","1.0"
"välvilja","1.0"
"ordning","2.0"
"erkänner","2.0"
"görviktigt","1.0"
"förvaltningsskede","1.0"
"förvärvar","1.0"
"negativ","4.0"
"utgången","1.0"
"relevanta","1.0"
"tidningsrubriker","1.0"
"våg","1.0"
"hållbarhetssynpunkt","1.0"
"järnväg","6.0"
"politik","10.0"
"1 059","1.0"
"skogsägarna","1.0"
"vår","18.0"
"reflexioner","1.0"
"försvara","1.0"
"bredbandsnäten","1.0"
"johansson","16.0"
"målsättningen","1.0"
"önskvärt","3.0"
"hälsoeffekterna","2.0"
"myndigheternas","1.0"
"exporterar","1.0"
"arbetslivet","2.0"
"lämpligt","4.0"
"åkerinäring","1.0"
"fokus","8.0"
"järnvägar","3.0"
"produceras","1.0"
"bedömningssystem","1.0"
"osams","1.0"
"producerat","2.0"
"näringspolitiken","1.0"
"dyrare","2.0"
"producerar","1.0"
"skiddagar","1.0"
"lammungar","1.0"
"oavsett","18.0"
"åker","3.0"
"blivit","10.0"
"turismen","1.0"
"landets","6.0"
"risken","4.0"
"attraktiva","5.0"
"motivering","1.0"
"bostadsbyggandet","6.0"
"landet?","2.0"
"diesel","1.0"
"snittlängd","1.0"
"lokaliseringspolitiken","1.0"
"rovdjuren","2.0"
"attraktivt","3.0"
"förordningen","3.0"
"subventioner","2.0"
"lo-ordföranden","1.0"
"villkoren","1.0"
"osunda","1.0"
"ingång","1.0"
"konklusion","1.0"
"markerar","2.0"
"fall","26.0"
"landskap","1.0"
"markerat","2.0"
"förtätningar","1.0"
"genomföras","3.0"
"slutkunder","1.0"
"grupper","1.0"
"ledningsfråga","1.0"
"regeringskolleger","1.0"
"säker","4.0"
"trafikkapacitet","1.0"
"gruppen","4.0"
"lagar","1.0"
"400 000","2.0"
"balansakt","3.0"
"samrådsförfarande","1.0"
"finger","1.0"
"tydlig","20.0"
"kopplingen","1.0"
"huruvida","2.0"
"foten","2.0"
"utbudet","1.0"
"djurhållning","3.0"
"bejaka","1.0"
"slingra","1.0"
"användningen","6.0"
"oscarsson","1.0"
"fattiga","2.0"
"snabbt","4.0"
"kommer?","1.0"
"norrlandslänen","2.0"
"runt","28.0"
"tillgången","1.0"
"subventionerar","1.0"
"tillräcklig","3.0"
"genomförda","1.0"
"lågkonjunktur","1.0"
"procenten","1.0"
"slåss","3.0"
"genomförde","1.0"
"samordning","5.0"
"uttalandet","1.0"
"torsdag-söndag","1.0"
"uttalanden","2.0"
"struktur","1.0"
"heller","12.0"
"trafiklösningar","1.0"
"alldeles","9.0"
"förbjudas","1.0"
"bräckliga","1.0"
"förläggas","1.0"
"exportindustri","1.0"
"from","3.0"
"europeiska","9.0"
"lager","1.0"
"hanteras?","2.0"
"skadar","1.0"
"lagen","6.0"
"dagsläget?","1.0"
"stoppa","2.0"
"lagstiftning","6.0"
"boskapen","1.0"
"genomsnitt","1.0"
"nyanländas","1.0"
"konstant","1.0"
"tidsbaserad","1.0"
"läkarbemanning","1.0"
"andt-strategin","3.0"
"tredubblades","2.0"
"magdalena","4.0"
"1 000","2.0"
"riktlinjerna","1.0"
"tyngd","1.0"
"regeringsföreträdare","2.0"
"fiskeriverk","1.0"
"allvarligt","4.0"
"försvarsmakten","1.0"
"byggande","2.0"
"landsbygdsministern","29.0"
"ruta","1.0"
"problematiken","6.0"
"föroreningar","1.0"
"transportera","2.0"
"funktionshinder","2.0"
"telias","4.0"
"trist","1.0"
"sträcker","2.0"
"önskvärd","1.0"
"kallad","1.0"
"miljösynpunkt","1.0"
"riktningen","1.0"
"bygdegårdar","1.0"
"tillåtande","2.0"
"laget","1.0"
"alkoholdrycker","1.0"
"benen","1.0"
"haddad","1.0"
"kanada","1.0"
"källor","1.0"
"16 000","1.0"
"sålunda","1.0"
"installationen","1.0"
"int","2.0"
"tjatig","1.0"
"förordningar","1.0"
"tobakspolitiken","1.0"
"ordalag","1.0"
"jordbrukspolitiken","2.0"
"riksdagsuttalanden","1.0"
"utvecklingsmedlen","1.0"
"lägen","6.0"
"kommunstyrelseordförande","1.0"
"argumentera","1.0"
"läget","2.0"
"genomförandet","1.0"
"gävleborg","3.0"
"trångboddhet","1.0"
"småland","5.0"
"allmänna","2.0"
"fart","4.0"
"brutto","2.0"
"konstaterar","5.0"
"rad","2.0"
"konstateras","1.0"
"näringarnas","2.0"
"konstaterat","2.0"
"lovvärda","2.0"
"svarade","2.0"
"sorts","3.0"
"utreder","1.0"
"dylika","1.0"
"vinnarlänen","2.0"
"skrattretande","1.0"
"avskaffandet","1.0"
"civilsamhälle","1.0"
"egentligen?","1.0"
"kraft","8.0"
"tillväxt","12.0"
"ställde?","1.0"
"sjöfart","3.0"
"fordonspark","1.0"
"hantering","4.0"
"skogsindustri","1.0"
"skapande","2.0"
"vattenmyndigheternas","1.0"
"bakvägen","1.0"
"800","1.0"
"samtidigt","13.0"
"jordbruksarbetet","1.0"
"referera","1.0"
"människors","10.0"
"regeringssidan","1.0"
"ängar?","1.0"
"gubbar","1.0"
"hustillverkare","1.0"
"vädja","1.0"
"miljöministern","7.0"
"utefter","1.0"
"hyresgäst","1.0"
"aggressivt","1.0"
"flyktingar","1.0"
"basindustri","1.0"
"revideringen","1.0"
"såväl","12.0"
"offentlig","3.0"
"transportlängderna","1.0"
"nätet","3.0"
"indikation","2.0"
"verkligheten","3.0"
"inrättar","1.0"
"konkurrera","3.0"
"aggressiva","1.0"
"minimera","2.0"
"ställdes","2.0"
"akut","3.0"
"beskattningen","2.0"
"kartan","3.0"
"(net","1.0"
"slås","1.0"
"utrikesministern","6.0"
"slår","8.0"
"fast","5.0"
"mandat","1.0"
"expansionsplaner","1.0"
"pellets","1.0"
"stöd","13.0"
"stamnätet","2.0"
"symbolpolitik","3.0"
"bekymrad","2.0"
"rätt","21.0"
"upphandlingskraft","1.0"
"arbetssätt","2.0"
"pressats","1.0"
"konkurrensen","3.0"
"understryka","2.0"
"fullföljts?","1.0"
"mörkertal","1.0"
"möjliggöra","5.0"
"beredda","8.0"
"ifrågasätta","2.0"
"binder","1.0"
"avseenden","1.0"
"nina","1.0"
"livsmedelsproduktionen","2.0"
"modigt","1.0"
"sommar","2.0"
"utländska","3.0"
"flöde","1.0"
"storleksordningen","2.0"
"täckningsvillkor","1.0"
"folkrättsliga","1.0"
"stödpartier","1.0"
"miljard","2.0"
"arbetslösheten","1.0"
"möjligt;","1.0"
"rädsla","2.0"
"fritidsaktiviteter","1.0"
"ökningstakt","1.0"
"möjligt?","1.0"
"drabba","1.0"
"behov","13.0"
"rycker","2.0"
"washington","1.0"
"undertecknad","1.0"
"läggs","2.0"
"kväveläckaget","3.0"
"väder","1.0"
"takten","1.0"
"värmland","27.0"
"omöjligt","3.0"
"enstats-","1.0"
"byggherrar","1.0"
"milen","2.0"
"övningsverksamheten","1.0"
"påverka","6.0"
"bristen","5.0"
"ställas","2.0"
"stärka","12.0"
"klyftorna","1.0"
"skogsbränslena","1.0"
"företag","47.0"
"jobbfaktor","1.0"
"marknadshyror","1.0"
"riksdagen","15.0"
"medborgarna","1.0"
"aktör","1.0"
"karaktär","1.0"
"stärkt","2.0"
"hastigheter","1.0"
"lägga","16.0"
"nydanande","1.0"
"gårdar","1.0"
"aktörer","4.0"
"begränsade","2.0"
"vargens","2.0"
"likströmslösning","1.0"
"målbilden","1.0"
"billigt","1.0"
"realpolitiska","1.0"
"centerpartiets","6.0"
"förekom","1.0"
"makter","1.0"
"egen","5.0"
"varudistributionsbilen","1.0"
"målmedvetet","1.0"
"reglerad","1.0"
"orättvisa","1.0"
"styra","3.0"
"lokaliseras","5.0"
"pluspost","1.0"
"makten","1.0"
"tolka","3.0"
"eftermiddag","3.0"
"akzo","2.0"
"intressenter","2.0"
"beklagligt","3.0"
"samtliga","3.0"
"reglerar","1.0"
"interpellation","10.0"
"regleras","2.0"
"synnerhet","2.0"
"människor:","1.0"
"ganska","27.0"
"reglerat","1.0"
"nedprioriteras","1.0"
"ansökningsmål","1.0"
"punkten","2.0"
"när","180.0"
"beräknade","1.0"
"motiverade","1.0"
"eget","5.0"
"punkter","2.0"
"remittering","1.0"
"nät","2.0"
"ledningens","1.0"
"överleva","1.0"
"bekymren","1.0"
"samhället","8.0"
"försvinna","1.0"
"unga","6.0"
"konkret","13.0"
"kungsbacka","2.0"
"formalia","1.0"
"frågor:","1.0"
"kalibrering","1.0"
"konkurrenskraft","6.0"
"samhällen","1.0"
"veckorna","1.0"
"innerstad","2.0"
"stunden","1.0"
"tilläggsdirektiv","1.0"
"fäbodbruk","1.0"
"behandling","1.0"
"romson","10.0"
"ständigt","1.0"
"tydligheten","3.0"
"når","2.0"
"tidsperiod","1.0"
"instruktionen","5.0"
"förbjudna","2.0"
"centern","1.0"
"tungt","1.0"
"budgetförslaget","2.0"
"tillvägagångssätt","1.0"
"handla","2.0"
"europabanan","1.0"
"procents","1.0"
"rejäla","1.0"
"nyprövning","5.0"
"införts","1.0"
"system","12.0"
"fjärdedelar","1.0"
"lönsamt","1.0"
"hängande","3.0"
"myggorna","1.0"
"ställde","4.0"
"tunga","2.0"
"rejält","1.0"
"campingplatser","1.0"
"ineffektivitet","2.0"
"budgetförslag","2.0"
"erkännandet","5.0"
"återföring","1.0"
"royce","1.0"
"vecka","1.0"
"hyressättning","2.0"
"livsmedelsproduktion","2.0"
"stället","16.0"
"regler","9.0"
"unik","1.0"
"hemma","1.0"
"mottagning","1.0"
"ställer","14.0"
"ytterst","2.0"
"ställen","4.0"
"regeringar","5.0"
"2000-talet","1.0"
"uppgift","7.0"
"bostadsköerna","1.0"
"forskningsinstitutet","1.0"
"aspekt","1.0"
"bärighetsbegränsningar","2.0"
"väldigt","63.0"
"instruktioner","3.0"
"satsningar","4.0"
"residensstad","1.0"
"länets","1.0"
"rovdjursangripna","1.0"
"landsbygdsperspektivet","1.0"
"betonat","1.0"
"regionerna","3.0"
"troligtvis","1.0"
"åsamkar","1.0"
"kompensationsbidraget","2.0"
"gödselproduktionen","1.0"
"bönderna","3.0"
"nedteckningen","1.0"
"åkte","1.0"
"strävan","1.0"
"tyngre","8.0"
"dåvamyrans","1.0"
"skattens","1.0"
"attraktivare","1.0"
"investeringsstöd","2.0"
"ignorera","1.0"
"slutsats","1.0"
"jönköping","2.0"
"ändra","4.0"
"kulturvärden","2.0"
"märks","1.0"
"socialdemokratiskt","2.0"
"mergeformat","44.0"
"dödade","1.0"
"solklart","1.0"
"fjol","1.0"
"näringsutskottet","1.0"
"pressmeddelande","1.0"
"efterhand","2.0"
"markbyten","1.0"
"mister","1.0"
"såklart","4.0"
"socialdemokratiska","4.0"
"hinner","2.0"
"160 000","1.0"
"all","4.0"
"avvaktan","1.0"
"bordet","6.0"
"pfas-gruppen","2.0"
"april-maj","1.0"
"finnés","1.0"
"budgetproposition","1.0"
"vardagsliv","2.0"
"framtidstro","1.0"
"entydigt","1.0"
"klarar","4.0"
"förtvivlade","1.0"
"dåvarande","3.0"
"byggkostnaden","1.0"
"lägre","5.0"
"hållits","1.0"
"folkhälsoperspektivet","1.0"
"försäkra","1.0"
"miljömålen","1.0"
"trätt","2.0"
"metern","1.0"
"mångårig","1.0"
"migrationsverket","1.0"
"reda","7.0"
"moderniserar","1.0"
"arbetsför","1.0"
"funderingar","1.0"
"säkerställda","1.0"
"konkurrens","1.0"
"drömmar","2.0"
"kombinera","1.0"
"uppgick","1.0"
"förhållande","2.0"
"meters","1.0"
"praxisen","1.0"
"bearbetade","1.0"
"högsta","3.0"
"behandlade","1.0"
"medborgaren","1.0"
"fåravel","2.0"
"nedblåst","1.0"
"självt","1.0"
"klyvs","2.0"
"vattenkraftverk","4.0"
"abonnenter","2.0"
"kontrollanter","1.0"
"ödes-","1.0"
"gränserna","1.0"
"propositioner","5.0"
"vardag","2.0"
"alternativ","10.0"
"samhällsperspektiv","1.0"
"omsorg?","1.0"
"myggen","3.0"
"räkningar","1.0"
"kommunernas","4.0"
"förmedla","1.0"
"själva","10.0"
"egna","4.0"
"satsningen","4.0"
"tacka","28.0"
"handelskammare","1.0"
"mindre","13.0"
"bekymret","1.0"
"berörts","1.0"
"åkessons","1.0"
"övar","1.0"
"beslutet","4.0"
"seriös","1.0"
"utvecklat","1.0"
"kväll","1.0"
"utvecklas","4.0"
"fortsatta","7.0"
"kommenterat","1.0"
"besluten","3.0"
"utvecklar","3.0"
"länsstyrelserna","8.0"
"missförståndet","3.0"
"bristfällig","1.0"
"saktfärdighet","1.0"
"anledningen","3.0"
"klädsamt","1.0"
"jag","578.0"
"egentligen","14.0"
"försvarsministern","3.0"
"fordras","1.0"
"mobilnät","1.0"
"halverade","1.0"
"hänseendet","1.0"
"sköts","1.0"
"initiativet","2.0"
"ökningar","1.0"
"långsiktighet","3.0"
"propositionen","1.0"
"förstod","1.0"
"nivå","9.0"
"operatören","1.0"
"svåra","2.0"
"apotek","1.0"
"frågat","1.0"
"hänt?","1.0"
"frågar","7.0"
"färre","3.0"
