"party","MP"
"skolor","61.0"
"lyckade","2.0"
"onsdags","1.0"
"interparlamentarisk","1.0"
"studentkårer","1.0"
"givetvis","4.0"
"lita","6.0"
"kontroll","10.0"
"övergripande","11.0"
"lite","94.0"
"berätta","2.0"
"par","4.0"
"jordbruksföretag","1.0"
"utfall","1.0"
"sammanhängande","1.0"
"oroliga","3.0"
"bostadsbebyggelse","3.0"
"religionstillhörighet","2.0"
"skuldsättningen","1.0"
"verktyg","17.0"
"analysen","7.0"
"bakas","1.0"
"analyser","6.0"
"beskedet","1.0"
"bly-","1.0"
"asylsökande","4.0"
"slutade","1.0"
"robusthet","1.0"
"utsattheten","1.0"
"forskarna","3.0"
"styrelsen","3.0"
"folks","1.0"
"skollagen","7.0"
"vinnovas","1.0"
"acceptabla","1.0"
"styrelser","11.0"
"ambassader","1.0"
"kvinnorna","3.0"
"hyressättningen","1.0"
"brister:","1.0"
"stickmygglarver","1.0"
"instrument","10.0"
"huvudsakliga","3.0"
"civilskydd","1.0"
"presstödskommitténs","2.0"
"skruva","2.0"
"intäkter","4.0"
"meddelandet","1.0"
"kärnkraftsreaktorer","11.0"
"förhandlingarna","5.0"
"förespeglar","1.0"
"gotland","1.0"
"felaktig","3.0"
"nyanser","1.0"
"avseende","9.0"
"snäva","1.0"
"utskottet","6.0"
"förutsättningarna","24.0"
"vattenkvaliteten","3.0"
"innehåll","10.0"
"snabblånen","1.0"
"intresserad","7.0"
"defensivt","1.0"
"innehöll","4.0"
"förvaltningsanslag","2.0"
"kunnandet","1.0"
"snävt","3.0"
"centralråd","1.0"
"prövning","11.0"
"energieffektivt","1.0"
"dödligheten","1.0"
"service","7.0"
"ramarna","1.0"
"turistsektorn","1.0"
"framförts","1.0"
"partisekreterarna","1.0"
"vetenskapligt","1.0"
"debattören","1.0"
"specialistkompetens","1.0"
"hultberg","10.0"
"utstå","2.0"
"bjudit","1.0"
"historieundervisningen","1.0"
"utse","6.0"
"debattörer","2.0"
"historieböckerna","4.0"
"framme","1.0"
"forsberg","1.0"
"rättssäkerheten","6.0"
"metanreduceringsstöd","1.0"
"miljöintressen","1.0"
"friluftsarena","1.0"
"per","25.0"
"skolhuvudmännens","1.0"
"duktig","4.0"
"fordonsflotta","6.0"
"period","2.0"
"forskningsråd","1.0"
"bakdörren","1.0"
"informationsspridning","1.0"
"kärnteknologin","1.0"
"utmynnade","1.0"
"spektrumet","1.0"
"schulte","13.0"
"skyddade","3.0"
"månaderna","3.0"
"kärnkraftsfrågan","1.0"
"fuskflyttar","1.0"
"texten","1.0"
"syvende","2.0"
"betona","13.0"
"nämner","13.0"
"reformutrymmet","1.0"
"tematiska","1.0"
"betong","1.0"
"universitetet","6.0"
"kriget","1.0"
"förtroendet","3.0"
"tyckande","1.0"
"genomför","3.0"
"redovisar","1.0"
"institut","3.0"
"modeller","6.0"
"självklarhet","3.0"
"redovisat","6.0"
"demokratin","10.0"
"redovisas","8.0"
"strukturerad","1.0"
"förvaltningsrätt","1.0"
"regerings","1.0"
"initiera","2.0"
"riksdagsledamot","5.0"
"väcker","3.0"
"sos alarm","1.0"
"ökas","1.0"
"modellen","4.0"
"ökar","15.0"
"oecd:s","10.0"
"ökat","46.0"
"sagt:","4.0"
"ledtider","1.0"
"pgu","2.0"
"forskningsbaserat","2.0"
"hct-bilarna","1.0"
"födelseregistreringen","1.0"
"gång-","3.0"
"trygghetssystemen","1.0"
"ökad","32.0"
"riskerna","5.0"
"icke-kommersiella","4.0"
"omnämnda","1.0"
"nämnde","19.0"
"otillräcklig","1.0"
"inbegriper","2.0"
"handlingar","1.0"
"stämmer","8.0"
"troligt","1.0"
"vinter","1.0"
"fonder","1.0"
"flyktingarna","1.0"
"fonden","11.0"
"län","4.0"
"kopplade","3.0"
"förändringen","3.0"
"tillståndslöshet","1.0"
"nytillträdd","1.0"
"lär","2.0"
"konferens","4.0"
"tillståndsplikten","2.0"
"lät","3.0"
"kulturdepartementet","9.0"
"åskådning","1.0"
"hbt-frågor","1.0"
"avslutas","1.0"
"överträdelseärenden","3.0"
"tempo","1.0"
"kärnreaktorer","2.0"
"miljöomställning","1.0"
"låg","6.0"
"uppkopplingsform","1.0"
"lån","6.0"
"bedrivas","1.0"
"italien","3.0"
"fördrivna","1.0"
"konventionens","1.0"
"låt","25.0"
"konstigare","1.0"
"lägenhetens","1.0"
"yrkeserfarenhet","1.0"
"formerna","1.0"
"antingen","9.0"
"framförhandlad","1.0"
"stärkta","1.0"
"huvudman","1.0"
"absolut","26.0"
"förpliktelser","2.0"
"normaliseringen","1.0"
"växtliv","1.0"
"kortas","1.0"
"offentligt","2.0"
"konfliktmineraler","2.0"
"allteftersom","2.0"
"tagits","9.0"
"bostadspolitik","10.0"
"stärkts","1.0"
"bostadsbrist","13.0"
"skötsel","1.0"
"offentliga","10.0"
"andrahandsmarknaden","2.0"
"utvecklande","1.0"
"entreprenörer","1.0"
"priset","3.0"
"it-politiska","1.0"
"domstol","2.0"
"jordbrukare","1.0"
"miljödomstolen","2.0"
"utbud","4.0"
"framgå","1.0"
"havsområden","1.0"
"design","1.0"
"områden","53.0"
"socialförsäkringsministerns","1.0"
"visats","1.0"
"skull","5.0"
"additionella","1.0"
"regionernas","1.0"
"yttrande","1.0"
"bortglömda","1.0"
"alliansen","11.0"
"ortsammanbindande","1.0"
"konventionell","1.0"
"området","48.0"
"uttryck","9.0"
"närma","1.0"
"påkalla","1.0"
"inget","12.0"
"visavi","1.0"
"additionellt","1.0"
"wiechel","4.0"
"ingen","40.0"
"sahara","1.0"
"biståndstradition","1.0"
"jessica","4.0"
"tysklinds","2.0"
"förändrades","1.0"
"fynd","7.0"
"uthyrning","4.0"
"alltjämt","2.0"
"ämnens","1.0"
"aktuellt","2.0"
"angav","1.0"
"genererar","1.0"
"ekokött","1.0"
"kusten","2.0"
"skolformernas","1.0"
"bedriver","3.0"
"landet","29.0"
"träffade","2.0"
"mobil","2.0"
"energikällorna","4.0"
"byalagsprojekt","1.0"
"skattesänkningar","1.0"
"kvalitet","21.0"
"tidspress","1.0"
"förstärkningar","2.0"
"slutredovisa","2.0"
"aktuella","13.0"
"inflytande","6.0"
"kvinnojourernas","1.0"
"hette","2.0"
"bottenviken","1.0"
"byggnaden","2.0"
"givit","1.0"
"byggnader","3.0"
"mäns","3.0"
"sårbara","1.0"
"beräknad","1.0"
"socialförsäkringsutredningens","1.0"
"marina","4.0"
"sinom","1.0"
"medier","2.0"
"rödgröna","3.0"
"rekreation","2.0"
"cecilia","2.0"
"insynsråd","8.0"
"riktvärden","5.0"
"peka","8.0"
"kungariket","1.0"
"baskunskaper","1.0"
"fortbildar","1.0"
"2015-2017","1.0"
"trafikledningssystemet","1.0"
"facto","2.0"
"stanna","5.0"
"<em>mellan</em>","1.0"
"reachförordningens","1.0"
"incitaments-","1.0"
"utslagning","1.0"
"2015-2018","3.0"
"samtycker","1.0"
"avvägningarna","1.0"
"sammanställning","1.0"
"marint","1.0"
"bära","5.0"
"spänner","1.0"
"givet","2.0"
"vagnar","1.0"
"eu-stöd","1.0"
"palestinierna","5.0"
"rutiner","3.0"
"invänta","1.0"
"varandra","15.0"
"rättsläget","1.0"
"sammanhållna","1.0"
"undersökningen","1.0"
"b-lägen","1.0"
"innovationssystem","1.0"
"innovations-","1.0"
"varnar","1.0"
"fyra","11.0"
"stickmyggsbekämpning","1.0"
"förmågor","1.0"
"ämnena","7.0"
"skatteintäkterna","1.0"
"pbl-överprövning</em>","1.0"
"därmed","20.0"
"senaste","39.0"
"larsson","10.0"
"eftersträvar?","1.0"
"operatörernas","4.0"
"bistånd;","1.0"
"arbetsbörda","1.0"
"freda","1.0"
"kleta","1.0"
"hållningen","2.0"
"omständigheter","5.0"
"landar","6.0"
"hemifrån","2.0"
"embryo","1.0"
"lyckats","13.0"
"landat","1.0"
"bäst","13.0"
"bedrivit","2.0"
"hittade","1.0"
"fatta","10.0"
"värst","1.0"
"återkommande","5.0"
"jämfört","8.0"
"solidariskt","1.0"
"närmar","1.0"
"miljömässiga","3.0"
"lyckligtvis","2.0"
"hyresmarknaden","2.0"
"förskollärare","12.0"
"betänkandet?","1.0"
"förnyat","1.0"
"olämpligt","2.0"
"förnyas","1.0"
"miljömässigt","5.0"
"mångfald","17.0"
"solidariska","2.0"
"stått","2.0"
"signaleffekten","1.0"
"integrera","3.0"
"bränsleslukande","1.0"
"förnyad","2.0"
"alltså","61.0"
"utvecklingsmål","2.0"
"kommentator","1.0"
"maritima","1.0"
"fornlämningar","1.0"
"kommissionens","1.0"
"ramar","3.0"
"närheten","2.0"
"vatten","20.0"
"funka","1.0"
"ligga","3.0"
"biståndsgivarna","1.0"
"anpassningar","1.0"
"jobbiga","1.0"
"föder","1.0"
"minimal","1.0"
"skicklighet","7.0"
"tragiska","1.0"
"tillverkar","1.0"
"beslutsfattare","2.0"
"beräknar","2.0"
"beräknas","3.0"
"veckan","5.0"
"värre","3.0"
"röner","1.0"
"200 meter","1.0"
"pusha","1.0"
"utbredda","1.0"
"fungerar","29.0"
"fragmentering","1.0"
"fungerat","3.0"
"statsfinanser","2.0"
"sverigedemokraterna","5.0"
"fattigaste","3.0"
"utfasningsperioden","1.0"
"pts","11.0"
"landportföljen","1.0"
"mäta","2.0"
"miljontals","1.0"
"bränslesidan","1.0"
"regeringsprövningen","1.0"
"vattenkällor","1.0"
"avslutningsvis","6.0"
"bullerstörningar","1.0"
"förändringar","15.0"
"ledord","2.0"
"ansökningar","3.0"
"energiministern","1.0"
"detaljstyra","1.0"
"program","9.0"
"eu-länderna","1.0"
"jämförelser","1.0"
"listas","1.0"
"jämförelsen","1.0"
"bidragsgivare","1.0"
"adsl-bredband","3.0"
"samhörighet","1.0"
"irak","4.0"
"lindra","2.0"
"överenskommelserna","1.0"
"oss?","1.0"
"metallhjul","1.0"
"underskott","7.0"
"tillståndsprocesserna","1.0"
"klimatåtgärder","1.0"
"ramen","43.0"
"4g-nätet","1.0"
"pedagogisk","8.0"
"spårvagn","1.0"
"förebild","2.0"
"konkurrensverket","1.0"
"oss;","1.0"
"grundligt","2.0"
"grundorsaken","1.0"
"sätts","10.0"
"snabbhastighetslösning","1.0"
"tänkande","1.0"
"jämställdhet","30.0"
"förenas","2.0"
"januari","9.0"
"sträcka","1.0"
"alltmer?","1.0"
"skolad","1.0"
"bönder","1.0"
"svensk","48.0"
"utsatthet","1.0"
"besök","3.0"
"bekväma","1.0"
"digitalisering","1.0"
"järnvägstrafiken","2.0"
"handlingsplaner","3.0"
"ämneskunskapsinsatser","1.0"
"nämnts","5.0"
"sammanhanget","9.0"
"sammanhållet","2.0"
"2 kap","1.0"
"kritisera","1.0"
"sammanhangen","2.0"
"tillsatt","2.0"
"150 000","1.0"
"miljömålsråd","8.0"
"stärkas","2.0"
"rovdjursstammar","1.0"
"abstrakta","1.0"
"acceptabel","1.0"
"(dir","1.0"
"permanent","2.0"
"skolan","87.0"
"eu-kretsen","1.0"
"bakom","14.0"
"ståndpunkt","1.0"
"könsrelaterat","8.0"
"nämnaren","1.0"
"klimatvänlig","1.0"
"mr-försvarare","2.0"
"kapitaltillskott","1.0"
"preciserade","1.0"
"motivera","1.0"
"vargdebatten","1.0"
"sammanhang","17.0"
"driftsäkerhet","5.0"
"fantastisk","6.0"
"rovdjurspolitik</em>","1.0"
"äger","5.0"
"utbröt","1.0"
"funds","1.0"
"demokratiskt","2.0"
"fattats","1.0"
"tänka","9.0"
"sektor","2.0"
"frågeställning","4.0"
"jämställdheten","5.0"
"tack","70.0"
"belysa","2.0"
"lön","2.0"
"arbetsmarknadsregionerna","1.0"
"förbättrar","1.0"
"förbättrad","6.0"
"påpekas","1.0"
"påpekar","10.0"
"tusenlappar","1.0"
"tänkt","5.0"
"ägde","2.0"
"krånglats","1.0"
"påpekat","1.0"
"utnyttja","3.0"
"lönsam","1.0"
"lämna","13.0"
"cykel","2.0"
"elektroniska","5.0"
"betraktar","1.0"
"underlättas","1.0"
"hjälpt","1.0"
"underlättar","9.0"
"uppslutning","1.0"
"bostadsminister","4.0"
"substitution","1.0"
"utses","1.0"
"service-uppdragen","1.0"
"nordgren","2.0"
"nivåer?","1.0"
"hänvisas","1.0"
"sätta","14.0"
"hänvisat","2.0"
"häromdagen","2.0"
"miljöskattediskussionen","1.0"
"långtradartrafiken","1.0"
"inriktning","12.0"
"september","5.0"
"utökning","1.0"
"vargfrågan","1.0"
"avfallet","1.0"
"förbättras","13.0"
"ståndpunkter","1.0"
"visade","6.0"
"presenteras","2.0"
"presenterat","2.0"
"sjukhusets","4.0"
"incitamenten","1.0"
"ståndpunkten","1.0"
"maxvikten","1.0"
"process","7.0"
"inställningen","1.0"
"riskerar","9.0"
"stärker","6.0"
"abonnerade","1.0"
"clean","1.0"
"heter","2.0"
"påverkansarbete","1.0"
"demokratiska","14.0"
"hänvisar","5.0"
"sätt?","1.0"
"sätt:","1.0"
"danska","3.0"
"glöms","1.0"
"glad","28.0"
"underfinansierad","1.0"
"påstående","3.0"
"passerades","1.0"
"mjuka","1.0"
"arenor","1.0"
"dansk","1.0"
"framtidsplanering?","1.0"
"lämnade","7.0"
"bostadssituationen","1.0"
"sekund","6.0"
"eu-nivå","4.0"
"ljuset","7.0"
"färgfabrikanters","1.0"
"lagstiftningens","1.0"
"infrastrukturfrågor","1.0"
"nyanlända","1.0"
"framväxande","1.0"
"300 meter","3.0"
"amerikanska","1.0"
"inåt","1.0"
"skatter","6.0"
"därifrån","2.0"
"bistra","1.0"
"rapportera","2.0"
"lärarbana","1.0"
"torsdag","2.0"
"finansieringsmöjligheter","1.0"
"dadgostars","3.0"
"juli","7.0"
"flexibla","5.0"
"sverige","304.0"
"allena","1.0"
"orörda","1.0"
"tysklind","12.0"
"användningsområdena","1.0"
"allvarligaste","1.0"
"folkhälsoaspekt","1.0"
"försenade","1.0"
"fick","36.0"
"anmält","1.0"
"utbyggd","1.0"
"förtydligande","1.0"
"dejas","1.0"
"hjälpa","20.0"
"moraliska","1.0"
"delvis","11.0"
"skär","1.0"
"marknadsplats","2.0"
"skuldsättningsproblematiken","1.0"
"peter","2.0"
"skäl","18.0"
"vattenkraften","7.0"
"utbyggt","1.0"
"undanta","1.0"
"spara","1.0"
"anslagspost","1.0"
"oscarssons","1.0"
"spelare","3.0"
"skådat","1.0"
"klimatfonden","12.0"
"genomförande","4.0"
"klimatfonder","1.0"
"avgörande","12.0"
"märklig","1.0"
"kostnadsbilden","1.0"
"inskränker","1.0"
"6,3 miljarder","1.0"
"värde","9.0"
"relaterade","1.0"
"pedagogiska","11.0"
"spretiga","1.0"
"prägla","1.0"
"knäcka","1.0"
"juni","2.0"
"erkännande","3.0"
"finansieringskällor","2.0"
"problembeskrivning","2.0"
"kärvt","1.0"
"stödåtgärder","1.0"
"fasas","1.0"
"tals","2.0"
"färgpigmenten","1.0"
"arbetslöshet","1.0"
"kvantitativa","2.0"
"bolagets","1.0"
"remissbehandlingen","1.0"
"myndigheter","56.0"
"krafttag","2.0"
"penetrera","1.0"
"ombildning","2.0"
"myndigheten","30.0"
"tala","7.0"
"matematiska","1.0"
"förutsätter","3.0"
"decentraliserats","1.0"
"storskaliga","1.0"
"ägna","6.0"
"utvecklingsarbete","2.0"
"takt","6.0"
"storheterna:","1.0"
"rådets","2.0"
"vinst-","1.0"
"planet","4.0"
"missköter","3.0"
"planer","10.0"
"passar","4.0"
"2000","2.0"
"energikommission","1.0"
"både","107.0"
"lösning","19.0"
"landsbygdsprogrammet","18.0"
"planen","4.0"
"områdets","1.0"
"budgetläget","1.0"
"gemensamt","28.0"
"båda","13.0"
"gläds","1.0"
"eu-inträdet","1.0"
"definierandet","1.0"
"vilar","1.0"
"tam-","1.0"
"transportsektorn","15.0"
"västbanken/gaza","1.0"
"fågelarter","1.0"
"incitamentsmixen","1.0"
"klampning","1.0"
"hyggesfria","2.0"
"tolkats","1.0"
"finansieringsmodell","1.0"
"2012","6.0"
"biogasens","1.0"
"friluftslivets","4.0"
"2011","10.0"
"2010","10.0"
"individer","5.0"
"2009","13.0"
"2008","1.0"
"2007","1.0"
"redogöra","1.0"
"incitament","7.0"
"2006","5.0"
"linköping","1.0"
"2005","1.0"
"2050;","1.0"
"2004","3.0"
"2003","3.0"
"tror","94.0"
"2002","3.0"
"inrikesflyg","4.0"
"hyresbostäder","2.0"
"just","120.0"
"telia","10.0"
"gammal","3.0"
"2022","1.0"
"inrättade","2.0"
"2020","20.0"
"tillbaka","32.0"
"åkerier","2.0"
"annonserade","2.0"
"företagarna","1.0"
"2018","2.0"
"2017","12.0"
"prins","2.0"
"2016","11.0"
"material","3.0"
"2015","57.0"
"2014","15.0"
"2013","20.0"
"holm","29.0"
"stifta","1.0"
"säkerhetsfråga","2.0"
"subventionerna","7.0"
"kunskapsöverförening","1.0"
"intolerans","3.0"
"eu-kommissionen","5.0"
"högstadie-","1.0"
"departement","3.0"
"bergheden","5.0"
"likvärdiga","2.0"
"flexibel","2.0"
"tvång","1.0"
"universitetsstyrelsen","1.0"
"förövare","1.0"
"uppföljningsplaner","1.0"
"interpellationssvaret","8.0"
"förståelse","7.0"
"sätet","3.0"
"interpellationssvaren","1.0"
"myggproblematik","1.0"
"väg</em>","1.0"
"elransoneringen","1.0"
"budgetarbetet","2.0"
"stadium","1.0"
"attraktiviteten","2.0"
"konsumtionssynpunkt","1.0"
"inrikesflyget","2.0"
"tågtrafiksystem","1.0"
"tillståndsprocessen","1.0"
"tillfört","1.0"
"nooshi","22.0"
"tillförs","1.0"
"medlemsstater","2.0"
"transporterna","5.0"
"kommunikationerna","4.0"
"redovisa","14.0"
"konkurrenskraftig","1.0"
"institutioner","11.0"
"effektuera","1.0"
"2038","1.0"
"män","19.0"
"likvärdigt","2.0"
"kvinnors","10.0"
"sexualitet","1.0"
"kämpar","1.0"
"sårbar","1.0"
"momsen","1.0"
"natur","10.0"
"mottagit","3.0"
"hårdare","2.0"
"respekterar","3.0"
"rankas","1.0"
"respekteras","1.0"
"högstadiet","1.0"
"någonsin","3.0"
"2050","4.0"
"produktens","1.0"
"tillföra","7.0"
"stadsutveckling","2.0"
"adekvata","1.0"
"mål","30.0"
"mån","6.0"
"förväg","2.0"
"generaldirektörerna","2.0"
"förändra","4.0"
"thalén","13.0"
"bökar","1.0"
"värna","12.0"
"nära-nollenergibyggnader","1.0"
"stigar","1.0"
"mekanismer","3.0"
"avvägningar","2.0"
"positiva","9.0"
"glädjen","1.0"
"människorättsaktivister","1.0"
"bevis","2.0"
"development-konferensen","1.0"
"skilda","4.0"
"spårkapaciteten","2.0"
"flygplatsmark","2.0"
"ockuperat","1.0"
"stöta","1.0"
"hårdast","1.0"
"underhållet","3.0"
"hopp","7.0"
"priserna","3.0"
"sopa","1.0"
"områdena","3.0"
"stött","2.0"
"energiförbrukning","1.0"
"arabförbundets","1.0"
"konst","1.0"
"uppfattat","3.0"
"uppfattas","3.0"
"uppfattar","8.0"
"avgångar","2.0"
"åhörare","1.0"
"skatteflykt","1.0"
"genomförts","4.0"
"4 miljoner","1.0"
"söderut","1.0"
"branschen","5.0"
"beställer","1.0"
"storheter","1.0"
"överlevnad","2.0"
"levererat","1.0"
"serva","1.0"
"tillsammans:","1.0"
"viktigare","8.0"
"anlita","1.0"
"enkelt:","1.0"
"grönt","1.0"
"nedröstat","1.0"
"värld","6.0"
"implementeringsperiod","1.0"
"kammaren","36.0"
"fina","3.0"
"rättstolkning","2.0"
"hanteringen","2.0"
"fattade","5.0"
"e-förvaltning","1.0"
"vilka","122.0"
"områden?","1.0"
"vilja","41.0"
"skilja","2.0"
"historieskrivningen","1.0"
"beställde","1.0"
"lindes","1.0"
"hallwylska","1.0"
"upprätta","1.0"
"seriously","1.0"
"energiområdet","3.0"
"inrymma","1.0"
"analysmetoder","1.0"
"satsats","1.0"
"40 procent","2.0"
"konkurrenskraften","1.0"
"3 miljarder","1.0"
"relatera","1.0"
"definitivt","5.0"
"position","1.0"
"gröna","19.0"
"konstatera","24.0"
"dramatisk","1.0"
"överraskande","1.0"
"patent","2.0"
"viktigast","2.0"
"apropå","1.0"
"stickprov","2.0"
"kristdemokrat","1.0"
"subvention","7.0"
"miljöskadliga","18.0"
"utformas","8.0"
"rasism","17.0"
"efterföljande","1.0"
"redogjorde","8.0"
"skador","1.0"
"markerna","1.0"
"stånd","6.0"
"förvaltningsbeslut","1.0"
"abbas","2.0"
"utformad","1.0"
"rullstolarna","1.0"
"transportsystemet","2.0"
"antibiotikaanvändning","1.0"
"omöjliggör","1.0"
"matchningen","1.0"
"valförändringar","1.0"
"gazakriget","2.0"
"rättssystemet","1.0"
"ville","12.0"
"processer","7.0"
"processen","4.0"
"spelregler","3.0"
"hälsominister","2.0"
"finn","3.0"
"missbruk","1.0"
"blanda","1.0"
"påpeka","6.0"
"läskoden","1.0"
"lindholm","5.0"
"strandskydd","13.0"
"operatörerna","9.0"
"förhandlat","1.0"
"avståndsbaserad","1.0"
"låntagare","1.0"
"glädjas","1.0"
"skygglappar","3.0"
"måna","1.0"
"läggas","3.0"
"lämnats","3.0"
"beklagar","6.0"
"storstadsregionerna","1.0"
"präglat","1.0"
"globalt","10.0"
"präglas","1.0"
"anslaget","4.0"
"värmländska","1.0"
"samrådsförfarandena","1.0"
"reseavdrag","1.0"
"grupperna","1.0"
"insistera","1.0"
"sökande","2.0"
"afrofobi","1.0"
"förbjuden","1.0"
"båt-","1.0"
"mycket","222.0"
"musikskolan","1.0"
"pinsamma","1.0"
"hoppa","1.0"
"arbetsgivaravgifterna","2.0"
"upplevt","4.0"
"dubbelkompenseras","1.0"
"näppe","1.0"
"vistats","1.0"
"natten","2.0"
"kommissionen","10.0"
"elefanter","1.0"
"beskriva","5.0"
"föregående","7.0"
"skolsituationen","1.0"
"stickmygg","3.0"
"huvudmannens","1.0"
"globala","9.0"
"timmar","4.0"
"återinförs","1.0"
"störning","1.0"
"klövdjur","1.0"
"sova","1.0"
"lärarnas","11.0"
"årligen","5.0"
"fullbordades","1.0"
"klimatsäkert","1.0"
"komplettera","2.0"
"åsätts","1.0"
"återinföra","3.0"
"länsstyrelsens","1.0"
"tolkningar","1.0"
"partierna","12.0"
"tappa","1.0"
"samhällsnytta","1.0"
"global","5.0"
"allvar","13.0"
"oroar","1.0"
"fasta","6.0"
"regel","2.0"
"oroas","1.0"
"framtida","9.0"
"gamla","9.0"
"estetiska","1.0"
"verklighetsutvecklingen","1.0"
"utomhus","2.0"
"ställa","18.0"
"klassa","1.0"
"riksdagen.se","1.0"
"mött","1.0"
"möts","3.0"
"kunskapsinsats","1.0"
"oroad","1.0"
"fullskaligt","1.0"
"kraftfullt","4.0"
"myndigheterna","15.0"
"möta","16.0"
"ställd","2.0"
"tillsättande","1.0"
"ställe","3.0"
"miljögifter","2.0"
"democracy","1.0"
"möte","8.0"
"allemansrätten","2.0"
"ambitioner","10.0"
"fisk","4.0"
"alingsås","1.0"
"kraftfulla","2.0"
"ambitionen","5.0"
"partigränserna","2.0"
"fish","1.0"
"ställt","16.0"
"ställs","15.0"
"riktig","2.0"
"reflektera","1.0"
"betänketid","2.0"
"snabba","13.0"
"bjuder","2.0"
"poängen","1.0"
"röstade","1.0"
"civilsamhällets","3.0"
"universitets-","1.0"
"rädd","4.0"
"uppträder","1.0"
"stadshuset","2.0"
"intentioner","3.0"
"bekämpa","7.0"
"eskalering","1.0"
"lägger","26.0"
"poänger","1.0"
"andrum","1.0"
"högst","5.0"
"riktas","1.0"
"riktat","2.0"
"kyotoprotokollet","2.0"
"riktar","7.0"
"bekämpning","15.0"
"farhågor","1.0"
"investeringsfrämjande","1.0"
"positivt","16.0"
"representerade","3.0"
"miljöpolitiks","1.0"
"sysselsättningen","1.0"
"kulturmiljövårdsanslaget","2.0"
"decentraliserade","1.0"
"berör","9.0"
"betalar","8.0"
"skör","1.0"
"betalas","1.0"
"eu-marknaden","1.0"
"skolgång","1.0"
"högre","13.0"
"därhän","1.0"
"värdekälla","1.0"
"mått","1.0"
"skogslandskapen","1.0"
"brukade","1.0"
"flygvapenmuseum","1.0"
"välstånd","2.0"
"försvann","2.0"
"järnvägstrafik","1.0"
"föreslog","6.0"
"trakterna","1.0"
"efterfölja","1.0"
"åsiktsskillnader","1.0"
"fixa","2.0"
"åsiktsskillnaden","1.0"
"kommittén","8.0"
"hundralappar","1.0"
"kostnadseffektivitet","1.0"
"innovationsklimatet","1.0"
"beskrivs","1.0"
"friskolekommittén","9.0"
"kamrater","1.0"
"inkonsekvenserna","1.0"
"komplicerade","3.0"
"vägtrafiken","2.0"
"definition","4.0"
"basstationer","1.0"
"skolvalet","1.0"
"skatteinstrumentet","1.0"
"omarbetningar","1.0"
"mätning","1.0"
"beskrivning","2.0"
"returnera","1.0"
"schröder","1.0"
"inrättats","1.0"
"allmännyttiga","1.0"
"stockhaus","11.0"
"betalda","1.0"
"energieffektivare","1.0"
"biståndets","1.0"
"undp:s","1.0"
"förhoppningsvis","8.0"
"jessika","2.0"
"omgivningsbuller</em>","1.0"
"samarbetsstrategier","1.0"
"erkänner","2.0"
"prick","2.0"
"mattelyft","1.0"
"utgången","1.0"
"relevanta","6.0"
"myggförekomst","2.0"
"samarbetar","3.0"
"sprid","1.0"
"järnväg","19.0"
"överlappning","1.0"
"tamboskap","8.0"
"kulturråd","5.0"
"rättssäkerhetsaspekt","1.0"
"ansågs","1.0"
"exportmöjligheter","1.0"
"klimatarbetet","5.0"
"försvara","1.0"
"johansson","24.0"
"pigment-","1.0"
"fondens","2.0"
"myndigheternas","1.0"
"saliggörande","1.0"
"åkerinäring","2.0"
"återfaller","1.0"
"föreläggande","1.0"
"fokus","16.0"
"förskolepedagogisk","1.0"
"dyrare","3.0"
"islamofobi","2.0"
"skuldsatt","1.0"
"latinamerika","1.0"
"oavsett","22.0"
"risker","8.0"
"åker","2.0"
"initierade","2.0"
"blivit","15.0"
"turismen","1.0"
"risken","7.0"
"bostadsbyggandet","16.0"
"klimatarbete","1.0"
"kollektivtrafiken","2.0"
"eftersträvar","1.0"
"bostadsbygganden","1.0"
"lärsituationerna","3.0"
"härstammar","3.0"
"förordningen","12.0"
"villkoren","7.0"
"välfärdsuppdraget","1.0"
"kyla","1.0"
"genomföras","4.0"
"slutkunder","1.0"
"grupper","3.0"
"gruppen","2.0"
"stöd?","1.0"
"kärna","1.0"
"skolinspektionen","11.0"
"djurhållning","3.0"
"föråldrade","1.0"
"bejaka","1.0"
"matteämnet","1.0"
"pålitligt","1.0"
"användningen","8.0"
"yttringar","1.0"
"agenda","1.0"
"snabbt","17.0"
"alsike","1.0"
"privatbilar","1.0"
"inskott","1.0"
"dödvikter","1.0"
"utvecklingsländer","7.0"
"samhället</em>","1.0"
"subventionerar","1.0"
"tillräcklig","5.0"
"genomförda","2.0"
"genomförde","6.0"
"bostädernas","2.0"
"dödsolyckor","1.0"
"samordning","1.0"
"uttalandet","1.0"
"skövde","1.0"
"kulturell","1.0"
"utnämningspolitiken?","1.0"
"uttalanden","2.0"
"räls","1.0"
"kidnappas","1.0"
"struktur","5.0"
"samarbeten","1.0"
"ledningsgruppen","3.0"
"heller","35.0"
"samarbetet","13.0"
"urspårningar","1.0"
"alldeles","14.0"
"fredssamtalen","1.0"
"medhåll","1.0"
"militär","1.0"
"fasansfulla","1.0"
"fortbildningsinsatser","4.0"
"kärnavfallsavgiften","1.0"
"genomsnitt","1.0"
"älskar","1.0"
"bedömningskriterier","3.0"
"fysikaliskt","1.0"
"fasansfullt","1.0"
"återstående","1.0"
"1 000","1.0"
"byggande","16.0"
"landsbygdsministern","9.0"
"ordnade","2.0"
"panzisjukhuset","10.0"
"säkerhetsrelaterade","1.0"
"föregripa","3.0"
"ersättningarna","1.0"
"genetisk","1.0"
"ägare","2.0"
"publik","1.0"
"problematiken","8.0"
