"party","V"
"filantroper","1.0"
"skåne","1.0"
"inställning","3.0"
"hyresrättsprojekt","1.0"
"högaktuellt","1.0"
"ohälsan","2.0"
"8 000","1.0"
"välfärdsfråga","1.0"
"påtryckningar","2.0"
"över","137.0"
"syns","2.0"
"ökningen","1.0"
"jämlika","1.0"
"boendeformerna","1.0"
"tillhandahåller","1.0"
"tillsammans","36.0"
"tänkandet","2.0"
"förflyttade","1.0"
"senast","3.0"
"anledningar","1.0"
"kylning","1.0"
"torsdagar","2.0"
"kolinvesteringar","1.0"
"olycka","2.0"
"synd","2.0"
"uppfattade","1.0"
"gripa","1.0"
"åtta","14.0"
"vapnen","1.0"
"centraleuropeiska","1.0"
"etablering","1.0"
"partiet","1.0"
"omar","3.0"
"resan","1.0"
"partier","20.0"
"transparensen","1.0"
"reviderade","2.0"
"populationen","1.0"
"sköra","1.0"
"immaterialrätt","4.0"
"fredrik","4.0"
"australien","5.0"
"fråga?","2.0"
"kyla</em>","1.0"
"systemet","10.0"
"utlovas","1.0"
"fråga:","7.0"
"beramade","1.0"
"grundprincip","1.0"
"medverka","2.0"
"jättetrist","1.0"
"bevisning","1.0"
"kvinnornas","4.0"
"underhållsentreprenörer","1.0"
"strålsäkerhetsmyndigheten","2.0"
"varnade","1.0"
"reinfeldt","1.0"
"klimatutsläpp","2.0"
"magkänsla","1.0"
"rent","6.0"
"klimatfrågorna","1.0"
"vänder","2.0"
"flexibilitet","1.0"
"får","167.0"
"rena","3.0"
"intressen","8.0"
"stigmatiserar?","1.0"
"förälder","1.0"
"kommission","1.0"
"arbetsgivaravgiften","1.0"
"staden","6.0"
"nyanställda","1.0"
"hyrs","1.0"
"omtolka","1.0"
"klassens","1.0"
"prioriteras","4.0"
"prioriterat","1.0"
"meriter","3.0"
"biståndsministerns","3.0"
"individuella","2.0"
"kvällstid","1.0"
"bildats","1.0"
"hyra","3.0"
"irland","1.0"
"motverka","6.0"
"skyddsregler","1.0"
"prioriterad","1.0"
"reser","3.0"
"utveckla","5.0"
"där?","1.0"
"ropar","1.0"
"rätta","8.0"
"undantag","3.0"
"undantas","1.0"
"organiserat","1.0"
"jämställdhetsarbetet","2.0"
"organiserar","3.0"
"flygfrågor","1.0"
"judiska","1.0"
"sänkt","1.0"
"energiproduktionen","1.0"
"avstånd","1.0"
"stress","4.0"
"debatt","21.0"
"igenom","13.0"
"rätt?","1.0"
"regeringspartierna","2.0"
"rätt:","1.0"
"häktningen","1.0"
"sänka","7.0"
"nedslående","1.0"
"skyddsbehövande","3.0"
"envarsgripande","1.0"
"efteråt","2.0"
"förebilder","2.0"
"gynnat","1.0"
"gynnas","1.0"
"gynnar","7.0"
"samhällstendenser","1.0"
"härdkylning?","1.0"
"beslutat","4.0"
"produktionskostnaderna","5.0"
"beslutar","1.0"
"skyddsnät","1.0"
"ku-anmält","1.0"
"räntesats","1.0"
"överdomare","1.0"
"lärare","1.0"
"folkrätten","2.0"
"trenden","1.0"
"djurförsöksetiska","6.0"
"separat","2.0"
"strategiska","4.0"
"mediegranskningar","1.0"
"lärosätena","1.0"
"oproportionerligt","1.0"
"räcka","2.0"
"tryckning","1.0"
"komponent","1.0"
"skattereformer","2.0"
"syfte","2.0"
"obehagliga","1.0"
"inkomster","4.0"
"början","6.0"
"börjat","2.0"
"börjar","12.0"
"tillgänglighet","1.0"
"grisproduktion","2.0"
"översättning:","1.0"
"bostadslösa","1.0"
"privatägd","2.0"
"vardagen","1.0"
"utrymmet","1.0"
"respekt","7.0"
"prioritera?","1.0"
"förvaltning","3.0"
"rest","2.0"
"världsklass","1.0"
"500 miljoner","1.0"
"misshandlad","1.0"
"krav","27.0"
"gett","6.0"
"tonvikten","1.0"
"slutligen","1.0"
"östergötland","10.0"
"hårda","2.0"
"busschaufförernas","1.0"
"isolering","6.0"
"ljuga","2.0"
"resa","2.0"
"baylan","1.0"
"skogstransporterna","1.0"
"front","1.0"
"berörda","2.0"
"infriat","1.0"
"tjocklek","1.0"
"folkrörelserna","1.0"
"gruvdriften","2.0"
"övre","5.0"
"ramverk","2.0"
"än","134.0"
"utsatts","1.0"
"enhet","1.0"
"är","1831.0"
"aktiebolagslag","1.0"
"personalens","1.0"
"invandrare","1.0"
"åtgärder?","1.0"
"nuläget","2.0"
"vinstuppdrag","1.0"
"linjer","8.0"
"funktionshindrade","1.0"
"linjen","1.0"
"koldioxidskatt","3.0"
"sj:s","6.0"
"lågtrafikerade","1.0"
"åk","1.0"
"förenliga","1.0"
"miljön","9.0"
"eventuella","5.0"
"år","137.0"
"genomgång","3.0"
"drivs","2.0"
"synpunkter","4.0"
"åt","31.0"
"brukar","7.0"
"driva","19.0"
"förenligt","3.0"
"arbetsmarknadsdepartementet","1.0"
"uppkom","1.0"
"begränsning","2.0"
"berättar","4.0"
"engångsskatt","1.0"
"överskuggande","1.0"
"kollektivavtal","10.0"
"fångna","1.0"
"utsatta","11.0"
"berättat","2.0"
"legalisering","1.0"
"inhägnat","1.0"
"kapacitet","1.0"
"principerna","1.0"
"hända","7.0"
"majoriteten","2.0"
"bortre","1.0"
"förekommande.","1.0"
"hände","2.0"
"sämre","9.0"
"helst","17.0"
"framtid","3.0"
"efterlyste","1.0"
"likaledes","1.0"
"halvtid","1.0"
"förstärkning","2.0"
"desperat","1.0"
"konsekvensanalyser","1.0"
"traumatiserade","1.0"
"bomba","1.0"
"djupare","1.0"
"miljö-","7.0"
"bortse","1.0"
"detta","218.0"
"jobb","37.0"
"skärgårdsmiljöer","1.0"
"nationell","2.0"
"ockupationens","1.0"
"mobilisera","1.0"
"journalisters","1.0"
"återkalla","1.0"
"kravet","3.0"
"diplomater","1.0"
"lönsamhet","1.0"
"uppnå","2.0"
"grundforskning","1.0"
"shekarabi","1.0"
"parti","10.0"
"fastnar","1.0"
"kraven","2.0"
"mp-regeringen","1.0"
"migrationen","1.0"
"överenskommelse","4.0"
"joel","1.0"
"skärgård","13.0"
"likadant","1.0"
"falun","1.0"
"framkomlig","2.0"
"samhällsfråga;","1.0"
"instängda","1.0"
"erfarenheter","1.0"
"tillverkade","1.0"
"feministiska","3.0"
"jämställdhetsperspektiv","3.0"
"behovet","2.0"
"människorättspris","1.0"
"behoven","3.0"
"avsaknad","1.0"
"generella","6.0"
"29 134","1.0"
"breda","4.0"
"andemeningen","1.0"
"sven-erik","24.0"
"stabilt","1.0"
"huvudregeln","1.0"
"kriterierna","1.0"
"hundratal","1.0"
"lönenivåer","2.0"
"storföretagen","5.0"
"sammanfattningsvis","1.0"
"jämställt","4.0"
"vuxenpsykiatrin","1.0"
"integriteten?","1.0"
"historik","1.0"
"utförsäkringar","1.0"
"folkhälsobyråkrati","1.0"
"associationsavtalet","1.0"
"telefonen","1.0"
"historia","4.0"
"bortom","1.0"
"vuxnas","1.0"
"jämställd","2.0"
"anspänning","1.0"
"förbundsordföranden","1.0"
"professorers","1.0"
"använt","1.0"
"telefoner","1.0"
"försvarslinje","1.0"
"storföretaget","1.0"
"hänga","1.0"
"generellt","9.0"
"stängningen","2.0"
"isolerat","1.0"
"isolerar","2.0"
"krig","8.0"
"lucka","1.0"
"uppoffringar","1.0"
"kronor","27.0"
"däckas","1.0"
"tunnel","5.0"
"regionalfondsprogram","1.0"
"expert","1.0"
"skjuta","2.0"
"val?","2.0"
"grisexperiment","1.0"
"beloppet","1.0"
"redovisning","2.0"
"högkonjunktur","1.0"
"broschyrer","1.0"
"förbättringsåtgärder","1.0"
"persontransporter","1.0"
"välfärden","10.0"
"utlyser","1.0"
"glasögon","1.0"
"ansträngningar","2.0"
"för","1214.0"
"indraget","1.0"
"brunsbüttel","1.0"
"lösliga","1.0"
"skärgårdens","1.0"
"skjuts","1.0"
"boende","4.0"
"citigroup","1.0"
"miljonprogrammet","1.0"
"coenraads","1.0"
"utredningsarbetet","1.0"
"etablera","3.0"
"avkastningskrav","4.0"
"förlegade","1.0"
"blunda","2.0"
"valt","6.0"
"hållbar","2.0"
"proportion","1.0"
"funktionsnedsättningar","1.0"
"eleverna","1.0"
"fredsbevarande","1.0"
"fostras","1.0"
"kamp","4.0"
"karriärutveckling","1.0"
"falna","1.0"
"feministiskt","3.0"
"otrygga","3.0"
"delarna?","1.0"
"vald","1.0"
"oöverstigliga","1.0"
"december","4.0"
"räddningsinsatsen","1.0"
"samhällsnyttiga","1.0"
"pethrus","1.0"
"spontant","1.0"
"intranät:","1.0"
"bundna","1.0"
"sida","24.0"
"hatbrott","1.0"
"restaurang","1.0"
"hänvisa","2.0"
"frihandelsavtalet","1.0"
"undantagstillstånd","1.0"
"fullmäktigemöten","1.0"
"började","4.0"
"vänstern","2.0"
"plats","18.0"
"domän","1.0"
"kan!","1.0"
"reagera","4.0"
"tillämpningen","2.0"
"luta","1.0"
"asylsökandes","1.0"
"elände","2.0"
"kaos","3.0"
"expressen","2.0"
"avstod","1.0"
"hindra","2.0"
"upphandlingsmyndigheten","4.0"
"pensionssystemet","4.0"
"förbifarten","3.0"
"vana","1.0"
"lokalkostnaderna","1.0"
"vänsteralternativet","2.0"
"lever","17.0"
"kycklingkött","1.0"
"direktivens","1.0"
"ihåg","10.0"
"klimatfrågan","2.0"
"åklagarmyndigheten","1.0"
"landsväg","2.0"
"arbetsmarknadsministern","1.0"
"kartlade","1.0"
"grundstommen","1.0"
"graffiti","2.0"
"sig;","1.0"
"allting","2.0"
"förhoppningar","2.0"
"fördraget","1.0"
"förvånad","4.0"
"backa","1.0"
"samhällsplanering","2.0"
"förvånar","1.0"
"uttryckligen","2.0"
"erkänts","1.0"
"invandrade","5.0"
"missar","2.0"
"försäljning","3.0"
"total","3.0"
"klimatansvar","2.0"
"kopiera","2.0"
"kan","430.0"
"gruvorna","1.0"
"obefintlig","1.0"
"familjesituation","1.0"
"social","1.0"
"svår","7.0"
"fråga","99.0"
"illa","11.0"
"fall?","1.0"
"antimon","1.0"
"direktiven","3.0"
"förhållandena","1.0"
"extrem","1.0"
"bränsle","1.0"
"direktivet","2.0"
"märket","2.0"
"verksamheterna","1.0"
"märker","1.0"
"förbigå","1.0"
"normerande","3.0"
"konstellation","1.0"
"krigets","1.0"
"jord","2.0"
"artilleripjäser","1.0"
"kompetensutveckling","1.0"
"kantrubrik","84.0"
"hörda","1.0"
"sikt","8.0"
"rykte","3.0"
"inklusive","3.0"
"hörde","3.0"
"oroväckande","1.0"
"hinder","19.0"
"styrelse","2.0"
"trovärdighetens","1.0"
"vart","2.0"
"vars","5.0"
"färdplan","1.0"
"varannan","1.0"
"bostadsförmedling","1.0"
"gratulera","7.0"
"myndighetsnivå","1.0"
"betalats","1.0"
"löntagargrupper","2.0"
"verkligen","49.0"
"vare","3.0"
"elektronisk","1.0"
"infrastrukturministerns","1.0"
"vara","228.0"
"roligt","2.0"
"erkänna","15.0"
"beaktande","2.0"
"vinstjakt","1.0"
"arbetade","1.0"
"riktlinjer","6.0"
"kommunalman","1.0"
"nordafrikanska","1.0"
"föräldraförsäkringen","3.0"
"biologisk","1.0"
"brunkolsverksamheten","6.0"
"enskilt","5.0"
"förlorat","7.0"
"sönderskjutna","1.0"
"domstolar","5.0"
"folkhälsoområdet","1.0"
"upplåtelseform","1.0"
"justitieminister","1.0"
"miljöteknik","2.0"
"kortsiktiga","2.0"
"bilar","1.0"
"skiljelinjen","1.0"
"kaniner","1.0"
"injektionsmissbruk","1.0"
"önska","4.0"
"långsamt","1.0"
"investeringsskydd","13.0"
"bestraffa","3.0"
"jämställdhetsbonusen","1.0"
"yttre","1.0"
"skatterna","1.0"
"varsko","1.0"
"förlorar","5.0"
"utdelning","2.0"
"livsmedel","1.0"
"lovvärt","1.0"
"tankarna","2.0"
"riksdag","15.0"
"missbrukspolitiken","1.0"
"extremt","8.0"
"normala","3.0"
"försörjning","6.0"
"förvånade","1.0"
"frekvent","1.0"
"bedrivits","1.0"
"hierarkisk","1.0"
"jämföras","2.0"
"extrema","1.0"
"klargörande","2.0"
"fullständigt","5.0"
"heteronormativiteten","1.0"
"intervjuande","1.0"
"désirée","1.0"
"våldsam","4.0"
"gå?","1.0"
"planerna","1.0"
"flernivåstyrning","1.0"
"skattepengar","2.0"
"utvärdering","6.0"
"branschspecifikt","1.0"
"föreslå","3.0"
"1820","2.0"
"noggranna","1.0"
"enighet","1.0"
"representerar","1.0"
"väntar","8.0"
"branschspecifika","1.0"
"lösning?","1.0"
"väntat","2.0"
"skämt","1.0"
"sina","51.0"
"hämta","1.0"
"väntan","4.0"
"emellertid","1.0"
"självbestämmande?","1.0"
"förtroende","4.0"
"stoppas","2.0"
"domstolen","3.0"
"värdera","2.0"
"lokalfrågan","1.0"
"onödan","1.0"
"onödiga","2.0"
"går","89.0"
"sväng","1.0"
"personalövertagandet","1.0"
"magnus","1.0"
"typer","8.0"
"dörr","2.0"
"därefter","1.0"
"byar","1.0"
"problemet","31.0"
"misslyckats","2.0"
"samhälle","26.0"
"problemen","15.0"
"typen","24.0"
"lovvärd","1.0"
"utvecklingsmöjligheterna","1.0"
"malmen","3.0"
"strukturer","2.0"
"tysklands","1.0"
"övervaka","1.0"
"strukturen","1.0"
"bangladesh","1.0"
"klokt","6.0"
"skatterelaterade","4.0"
"sist","3.0"
"sundsvall","1.0"
"avgav","1.0"
"dragits","1.0"
"klorna","1.0"
"sabotera","1.0"
"backen","1.0"
"kkr","1.0"
"humanitära","4.0"
"faktorer","1.0"
"ambitiöst","1.0"
"överskred","1.0"
"planeras","2.0"
"dött","1.0"
"följdes","1.0"
"grafiska","1.0"
"intressera","1.0"
"banker","1.0"
"utnämningen","1.0"
"planerar","4.0"
"ambitiösa","1.0"
"inslagna","1.0"
"lokaliserade","1.0"
"klåfingriga","1.0"
"framgick","1.0"
"valkrets","1.0"
"minimistraff","1.0"
"sjukfrånvaro","1.0"
"interna","1.0"
"medelhavet","1.0"
"djurförsök?","1.0"
"utgör","4.0"
"köpte","6.0"
"unison","1.0"
"fålla","1.0"
"förnybar","8.0"
"budgeten","8.0"
"tveksam","2.0"
"köpta","1.0"
"jämförde","1.0"
"delstater","1.0"
"hängivna","1.0"
"funkar","4.0"
"omfördelas","1.0"
"tekniker","1.0"
"planerad","1.0"
"kollektivavtalen","1.0"
"informationen","2.0"
"perspektivet","1.0"
"j & t","2.0"
"helikoptern","1.0"
"kristdemokraterna","2.0"
"sitt","61.0"
"gymnasieutbildning","1.0"
"måste","163.0"
"<em>häktningstider","1.0"
"floskelvärld","1.0"
"tekniken","7.0"
"naturvårdsverket","3.0"
"anställning","8.0"
"kameraövervakning","3.0"
"lyhörda","1.0"
"människa","5.0"
"föreningsliv","1.0"
"uppgår","3.0"
"skärgårdsupproret","2.0"
"anställningsformen","3.0"
"behålla","9.0"
"förfogande","1.0"
"parlamentarisk","2.0"
"kompletterande","1.0"
"leda","12.0"
"remisser","1.0"
"beviskrav","1.0"
"kom","24.0"
"baserad","1.0"
"farlig","1.0"
"kol","2.0"
"ledd","1.0"
"plundring","1.0"
"förtydligat","1.0"
"oberoende","11.0"
"plain","1.0"
"familjens","1.0"
"baserat","1.0"
"normalisera","1.0"
"backar","1.0"
"landsting","8.0"
"syrien","10.0"
"grisprojekt","1.0"
"mechanisms","1.0"
"vägkomplex","1.0"
"skinande","1.0"
"klä","2.0"
"integritetsfrågor","1.0"
"ärliga","1.0"
"intressena","1.0"
"jonas","8.0"
"uppmaning","2.0"
"ärligt","3.0"
"kultur","1.0"
"fångar","4.0"
"skyddssystem","2.0"
"kombinerat","1.0"
"kortsiktigt","1.0"
"person","15.0"
"85 procent","1.0"
"etableringen","3.0"
"pansarbandvagnar","3.0"
"tuffaste","1.0"
"exempel","90.0"
"erkände","1.0"
"helikoptertyp","1.0"
"datorn","1.0"
"blockad","2.0"
"samtyckeskrav","1.0"
"principiella","1.0"
"köttet","1.0"
"penningfråga","1.0"
"erkända","1.0"
"inclusion","1.0"
"sjöfartsverket","1.0"
"livskvalitet","1.0"
"studier","5.0"
"principiellt","2.0"
"bidragit","1.0"
"bullerförordningen","1.0"
"ersättning","2.0"
"skadeståndskravet","1.0"
"lönerna","2.0"
"helikopter","7.0"
"nyfikna","2.0"
"julklapp","1.0"
"klimatfrågor","1.0"
"proportionerligt","1.0"
"civilisationen","2.0"
"förtydligas","1.0"
"pengar","55.0"
"departementet","1.0"
"säljer","6.0"
"kronofogdens","2.0"
"somalierna","1.0"
"8 miljarder","1.0"
"budgetmotion","1.0"
"viljan","2.0"
"välfärdsstat","1.0"
"klargöra","1.0"
"slutna","1.0"
"varje","23.0"
"jämförande","1.0"
"aviv","2.0"
"betydelse","16.0"
"successiv","6.0"
"auktorisation","1.0"
"enkla","1.0"
"förorterna","1.0"
"hyresnivåer","1.0"
"förmedlar","1.0"
"kännas","1.0"
"rättvis","1.0"
"biljettförsäljarna","1.0"
"grannlaga","1.0"
"vården","2.0"
"olyckan","1.0"
"saharas","1.0"
"säkerheten","2.0"
"rättvisa","2.0"
"identitet","1.0"
"låginkomsttagare","2.0"
"bereds","2.0"
"bestämda","1.0"
"varit","57.0"
"elever","2.0"
"tidsangivelse","1.0"
"beredd","19.0"
"uppkommer","1.0"
"bereda","1.0"
"anställer","4.0"
"industrin?","1.0"
"militärattachén","1.0"
"beredskap","3.0"
"signerades","1.0"
"violeta","1.0"
"arbetskraft","2.0"
"allmän","10.0"
"frihet","2.0"
"kreditvillkoren","1.0"
"omgångar","1.0"
"utredningstiden?","1.0"
"säkerhet","4.0"
"utanförskap","1.0"
"leif","2.0"
"beteende","6.0"
"kraftsamling","2.0"
"mathias","21.0"
"vargö","1.0"
"ineffektivt","1.0"
"forskningsresultaten","1.0"
"grisar","6.0"
"våras","1.0"
"säljas","2.0"
"skiljedomsförfarande","1.0"
"genomfördes","2.0"
"rättighet","5.0"
"fördrivs","3.0"
"vistelse","8.0"
"söder","4.0"
"ryssland","1.0"
"känner","17.0"
"balansera","1.0"
"tänk","6.0"
"varenda","1.0"
"drunknar","1.0"
"anser","37.0"
"överkonsumerar","1.0"
"<em>sms-lån.</em><em>","1.0"
"anställde","1.0"
"biltrafiken","2.0"
"export","2.0"
"anställda","7.0"
"drunknat","1.0"
"anses","4.0"
"stefan","2.0"
"utföra","5.0"
"framåt","8.0"
"svagheter","1.0"
"exproprierar","1.0"
"vattenbombning","2.0"
"påtalat","2.0"
"subventionerade","2.0"
"partnerskapsländerna","1.0"
"eu-domstolen","4.0"
"kartlägga","1.0"
"individ","1.0"
"halvår","1.0"
"skapat","4.0"
"skapar","7.0"
"skapas","1.0"
"trevligt","1.0"
"reorganiserar","1.0"
"klimattoppmötet","1.0"
"mäter","1.0"
"kontakt","7.0"
"enkel","1.0"
"storstadsbor","1.0"
"besvikna","3.0"
"strålsäkerhetsmyndighetens","1.0"
"intensifiera","1.0"
"utbrett","1.0"
"anmäldes","1.0"
"kolfälten","1.0"
"instabilt","1.0"
"inhemska","1.0"
"lena","1.0"
"lovat","1.0"
"organisationens","1.0"
"gör","108.0"
"al-maleki","1.0"
"tilldelning","2.0"
"sysslar","1.0"
"göteborgarna","1.0"
"regeländringar","1.0"
"såldes","1.0"
"skifte","2.0"
"ambitiös","1.0"
"handling","3.0"
"gravida","2.0"
"politikområde","1.0"
"bostadsmiljard","1.0"
"avslutats","1.0"
"praktiker","1.0"
"stängslet","1.0"
"butiker","1.0"
"praktiken","9.0"
"värderingar?","1.0"
"överenskommelsen","3.0"
"uppfyllas","1.0"
"södra","7.0"
"tidsbegränsad","1.0"
"juristens","1.0"
"korrupta","1.0"
"överenskommelser","1.0"
"marknad","2.0"
"mandatperioden?","2.0"
"beslut?","1.0"
"mobiltelefoner","2.0"
"bakslagen","1.0"
"byta","1.0"
"vanligt","6.0"
"forskningspolitik","1.0"
"lönen","2.0"
"praxis","1.0"
"löner","8.0"
"försämra","2.0"
"byts","1.0"
"flygsäkerheten","2.0"
"bytt","2.0"
"friluftsliv","1.0"
"intentionerna","2.0"
"upprepar","2.0"
"18-19","1.0"
"tyngden","1.0"
"kränkta","2.0"
"besluta","2.0"
"tätt","2.0"
"<em>jämställdhet</em>","1.0"
"utvärdera?","1.0"
"(forts.)","1.0"
"bestämma","3.0"
"mobiltelefonin","1.0"
"busschaufförer","3.0"
"vanliga","7.0"
"befarar","1.0"
"europadomstolen","1.0"
"utfästelser","1.0"
"tickar","1.0"
"trots","31.0"
"trott","1.0"
"hjulsta","3.0"
"vattnet","1.0"
"industrier","2.0"
"trycktes","1.0"
"livräddande","1.0"
"minsta","4.0"
"socialarbetarnas","1.0"
"gemenskapsvistelse","1.0"
"boendeformer:","1.0"
"budskapet","1.0"
"uppskatta","2.0"
"jättestort","1.0"
"göteborgs","12.0"
"projekt","5.0"
"förrförra","1.0"
"fuel","1.0"
"fossilt","1.0"
"påverkat","2.0"
"värdegrund","1.0"
"lett","7.0"
"arlandabanan","1.0"
"påskynda","1.0"
"underpris?","1.0"
"lag","7.0"
"tortyr","3.0"
"gazaremsan","5.0"
"bekräfta","1.0"
"förhörda","1.0"
"påverkar","5.0"
"riksdag?","1.0"
"upp?","1.0"
"påverkan","1.0"
"klipphyllorna","1.0"
"sektorer","3.0"
"varmt","2.0"
"minns","1.0"
"uppfyllda","1.0"
"åldersgruppen","3.0"
"besvara","1.0"
"flickebarn","1.0"
"upphört","1.0"
"inrikesminister","1.0"
"fattigpensionär","2.0"
"lampedusa","1.0"
"fossila","1.0"
"himmel","1.0"
"levt","1.0"
"nödvändigheten","1.0"
"argumentationer","1.0"
"besviken","6.0"
"försörja","1.0"
"mattas","1.0"
"mattan","1.0"
"internationella","21.0"
"idéprogram","1.0"
"beskrevs","1.0"
"leva","20.0"
"bagarstugor","1.0"
"såren?","1.0"
"möjligt","33.0"
"press-","1.0"
"förändrats","2.0"
"utsläppsrätterna","1.0"
"våren","2.0"
"uppe","7.0"
"varor","2.0"
"anlitat","1.0"
"skyldig","3.0"
"pressa","1.0"
"produktionsbortfall","1.0"
"kolleger","3.0"
"jourerna","1.0"
"gruvor","1.0"
"investor","1.0"
"tvingar","5.0"
"ingångspunkter","1.0"
"tvingat","2.0"
"tvingas","7.0"
"resonerat","1.0"
"ensamt","1.0"
"luxemburg","1.0"
"avancera","1.0"
"blodbadet","1.0"
"redan","32.0"
"karin","1.0"
"tillskott","1.0"
"pappamånad","1.0"
"nybyggda","1.0"
"csg:s","1.0"
"vattenfalls","17.0"
"press","2.0"
"dock","28.0"
"enkelspårig","1.0"
"slutleveransdatum","1.0"
"betyder","22.0"
"lex","6.0"
"aviserar","2.0"
"internationellt","2.0"
"ärendet","1.0"
"lyfter","9.0"
"svårigheterna","3.0"
"lyftes","1.0"
"ärenden","2.0"
"bekämpas","1.0"
"möjliga","2.0"
"hållning","2.0"
"tvångstankar","1.0"
"vapenhandeln","1.0"
"datalagringsdirektivet","9.0"
"tillfälliga","1.0"
"brottslig","2.0"
"successivt","4.0"
"framstegen","1.0"
"förslagen","1.0"
"övningarna","1.0"
"rapport","3.0"
"berett","1.0"
"tillfälligt","2.0"
"angett","1.0"
"ålägger","1.0"
"utstuderade","1.0"
"utvecklingen","10.0"
"omfattningen","1.0"
"förslaget","5.0"
"carin","1.0"
"konsumentföreningar","1.0"
"rektorerna","1.0"
"situation","15.0"
"ringer","3.0"
"hösten","3.0"
"lagändringar","1.0"
"civilutskottet","1.0"
"arbetsmiljö","2.0"
"ensidig","1.0"
"socialsekreterarna","1.0"
"utrymme","4.0"
"här","393.0"
"upprop","1.0"
"storbritannien","1.0"
"uppdaga","1.0"
"rusta","1.0"
"försvarspolitiskt","1.0"
"tillfälle","3.0"
"manade","1.0"
"upprätthålls","1.0"
"lyckas","6.0"
"kränker","2.0"
"snabblåneföretag","2.0"
"avsluta","3.0"
"nämns","1.0"
"minska","28.0"
"slutas","1.0"
"hål","1.0"
"slutar","2.0"
"undviker","1.0"
"mandatperiod?","1.0"
"vd:n","1.0"
"liv","20.0"
"pris","2.0"
"1935","1.0"
"myndighetsdiskussion","1.0"
"nämna","1.0"
"rostiga","1.0"
"miljardsatsningarna","1.0"
"styckevis","1.0"
"regering","30.0"
"oaktsamhetsbrott","3.0"
"fult","1.0"
"åsidosätter","1.0"
"bostadsmodell","2.0"
"försörjningsstöd","3.0"
"inskränkning","1.0"
"säkerhetsåtgärder","1.0"
"norrland","5.0"
"oansvarigt","1.0"
"full","8.0"
"annorlunda","7.0"
"detsamma","1.0"
"undervisning","1.0"
"bankens","1.0"
"fixar","2.0"
"nekande;","1.0"
"skriver","17.0"
"1954","1.0"
"utlokaliserade","1.0"
"plånboken","1.0"
"avancerar","1.0"
"kustjärnväg","1.0"
"förhindrar","1.0"
"sanktioner","1.0"
"avancerad","1.0"
"precis","66.0"
"tystnar","2.0"
"skämtet","1.0"
"center","3.0"
"socialförsäkringsutredningen","1.0"
"arbetsgivarens","1.0"
"doha","1.0"
"förhalningstaktik","1.0"
"lagändringen","2.0"
"tillämpas","1.0"
"oberoendet","1.0"
"upprätthålla","3.0"
"fällt","1.0"
"värnpliktssystemet","2.0"
"återigen","13.0"
"pågående","1.0"
"oroande","1.0"
"dömas","1.0"
"tyska","8.0"
"miljölagstiftning","3.0"
"slutet","2.0"
"hyressättningssystem","1.0"
"bussdepå","1.0"
"planera","1.0"
"granska","3.0"
"rapport<em>","1.0"
"nyår","1.0"
"löneökningar","1.0"
"1975","1.0"
"beteckning","1.0"
"undvikit","1.0"
"koordinera","1.0"
"injektionsdebuten","1.0"
"regeringsställning","1.0"
"femtontal","1.0"
"motarbeta","1.0"
"rörelses","1.0"
"sammanlagt","2.0"
"organisationer;","1.0"
"rörelser","1.0"
"tillsvidareanställning","1.0"
"omöjlig","1.0"
"västsaharakonflikten?","1.0"
"rörelsen","1.0"
"mineraler","4.0"
"tydlighet","2.0"
"straffen","1.0"
"varav","1.0"
"enlighet","3.0"
"liknande","11.0"
"samordningen","1.0"
"kurdistan","6.0"
"klimattänkande","1.0"
"hjälmered","1.0"
"erkännandefrågor","1.0"
"15:56-rörelsen","1.0"
"undfallenhet","1.0"
"skrivit","7.0"
"härdkylningsfunktion","1.0"
"korrekt","1.0"
"folkpartiet","13.0"
"principer","10.0"
"arbetsliv","1.0"
"principen","4.0"
"synbar","1.0"
"ifrågasatt","1.0"
"1994","2.0"
"1992","1.0"
"1991","3.0"
"klara","6.0"
"utmana","1.0"
"karlstad","4.0"
"1999","1.0"
"avslöjades","1.0"
"offras","1.0"
"mig;","1.0"
"b-lagslösning","1.0"
"nuonaffären","2.0"
"häktesutredningen","1.0"
"livsmedelsbutik","1.0"
"uppgifter","5.0"
"demokratierna","1.0"
"lite?","1.0"
"klart","21.0"
"möjligheten","11.0"
"riktning","9.0"
"beroende","8.0"
"möjligheter","15.0"
"hänvisning","2.0"
"organisationers","1.0"
"yrkesgrupper","3.0"
"skrämmande","1.0"
"temperaturhöjning","2.0"
"skälet","5.0"
"vänta","14.0"
"storindustri","1.0"
"tryggt","3.0"
"lastbilstrafiken","1.0"
"palestiniers","1.0"
"personerna","5.0"
"täppas","1.0"
"radio:","1.0"
"summa","1.0"
"inslag","1.0"
"klass","2.0"
"trygga","1.0"
"alla?</em>","1.0"
"medicin","2.0"
"snarast","4.0"
"visserligen","2.0"
"resultera","1.0"
"baxat","1.0"
"åtanke","1.0"
"ögon","2.0"
"spåren","1.0"
"liten","2.0"
"litet","7.0"
"snarare","7.0"
"sl:s","1.0"
"marknadens","3.0"
"lyftas","1.0"
"illegal","11.0"
"allmänhet","1.0"
"stationär","1.0"
"oaktsamhetsbrottet","1.0"
"gruvan","15.0"
"lars-göran","2.0"
"sanktionssystem","1.0"
"chansen","2.0"
"såsom","1.0"
"skrivna","2.0"
"signaler","10.0"
"hitintills","1.0"
"anställningstryggheten","1.0"
"mr-aktivisterna","1.0"
"signalen","2.0"
"part","2.0"
"exempelvis","10.0"
