"party","M"
"slumpmässiga","2.0"
"bocka","4.0"
"direktivförslaget","1.0"
"antecknar","1.0"
"systemövergripande","1.0"
"godkänt","1.0"
"våldsamt","1.0"
"konkurrens-","1.0"
"ungdomsidrotten","1.0"
"tråden","1.0"
"folkhälsomyndigheten","1.0"
"afrika","1.0"
"långtidsutredningar","1.0"
"fungera","30.0"
"anstalterna","1.0"
"överallt","6.0"
"måltidslyftet","1.0"
"delposten","1.0"
"valdagen","1.0"
"demonteringen","1.0"
"kreditgivningen","1.0"
"utövare","1.0"
"förmågan","5.0"
"floskelbiblioteket","1.0"
"rikard","2.0"
"åttonde","2.0"
"mp-ministrar","1.0"
"frihandelssammanslutningen","1.0"
"framställa","2.0"
"nej-fråga","1.0"
"obligatorium","1.0"
"pluggade","1.0"
"<em>bara</em>","1.0"
"bartendrar","1.0"
"långtidsutredningen","1.0"
"björnen","1.0"
"procent","201.0"
"stockholmsområdet","2.0"
"höst","4.0"
"hört","31.0"
"veckor","27.0"
"enorm","8.0"
"näringspolitiska","1.0"
"hotell-","1.0"
"hörd","1.0"
"eu-krets","1.0"
"invända","1.0"
"kunden","2.0"
"lågkonjunkturen","5.0"
"framställs","2.0"
"kunder","6.0"
"lågkonjunkturer","2.0"
"arbetsbelastning","1.0"
"bekämpandet","2.0"
"kvinnliga","10.0"
"tt-intervju","1.0"
"hörs","1.0"
"kvävts","1.0"
"öka?","1.0"
"innovationer","5.0"
"budgeterar","1.0"
"andersson?","6.0"
"debatten.)","1.0"
"utom","4.0"
"kulturministern","20.0"
"skolor","18.0"
"andersson:","2.0"
"acceptansen","4.0"
"kvalitetsplaner","1.0"
"syntetisk","1.0"
"regelförenkling","1.0"
"kvalitetsplanen","1.0"
"jansson:","1.0"
"övervikt","2.0"
"uppbär","1.0"
"tillfredsställande","4.0"
"berätta","34.0"
"kvalitet;","1.0"
"förfarande","1.0"
"fördröjt","1.0"
"skuldsättningen","2.0"
"själ","2.0"
"konfliktpunkt","1.0"
"analyser","4.0"
"beskedet","17.0"
"instämmande","1.0"
"utrikespolitik","7.0"
"slutade","10.0"
"exponeras","1.0"
"robusthet","2.0"
"utsattheten","1.0"
"forskarna","5.0"
"beskeden","5.0"
"fördröjs","3.0"
"folks","2.0"
"nämnas","2.0"
"kvinnorna","9.0"
"zedong","1.0"
"7-eleven","1.0"
"icke-beskedet","1.0"
"protesterat","1.0"
"tankevärlden","1.0"
"folkbildningstraditionen","1.0"
"underkänna","1.0"
"utvisas","1.0"
"anderssons","12.0"
"skruva","2.0"
"intäkter","23.0"
"ansvarslös","2.0"
"ryckighet","1.0"
"gotland","15.0"
"felaktig","6.0"
"avseende","12.0"
"snäva","1.0"
"björnar","2.0"
"folk?","1.0"
"innehåll","7.0"
"peak","1.0"
"vetenskapliga","4.0"
"flygande","1.0"
"snävt","1.0"
"sammanträde","2.0"
"förarprovet","1.0"
"förarproven","1.0"
"resmål","1.0"
"apparaturen","1.0"
"adresserna","1.0"
"framförts","1.0"
"proposition?","1.0"
"momsbefriad","1.0"
"bjudit","1.0"
"utse","6.0"
"kringresande","2.0"
"markområde","2.0"
"debattörer","7.0"
"krånglar","2.0"
"föräldrautbildningar","1.0"
"opinionsundersökning","2.0"
"callcenter","1.0"
"miljöministerns","2.0"
"miljardbelopp","1.0"
"spädbarnsdödlighet","1.0"
"ungdomsgarantin","1.0"
"tidsgränserna","5.0"
"duktig","1.0"
"fordonsflotta","3.0"
"texter","2.0"
"transtrand","1.0"
"korten","1.0"
"nödvändigtvis","4.0"
"illegala","8.0"
"andras","1.0"
"syvende","2.0"
"texten","1.0"
"osmaklig","1.0"
"sifferexercisen","1.0"
"socialpolitiska","1.0"
"nämner","28.0"
"kriget","2.0"
"mjölkko","1.0"
"djuren","1.0"
"brottsbekämpningen","1.0"
"affärsidéer","1.0"
"tandläkarutbildningen","1.0"
"polisassistent","1.0"
"infinner","2.0"
"kammaren.)","1.0"
"självklarhet","3.0"
"redovisar","7.0"
"redovisat","3.0"
"demokratin","2.0"
"tillfaller","2.0"
"redovisas","6.0"
"förvaltningsrätt","1.0"
"ökas","3.0"
"ökar","95.0"
"oecd:s","3.0"
"ökat","93.0"
"nämnda","2.0"
"handläggningstider?","2.0"
"troliga","1.0"
"vårdverksamhet","1.0"
"sjukvårdsministern","23.0"
"invandrarkvinnor","1.0"
"förhalningar","1.0"
"ökad","60.0"
"nämnde","65.0"
"handlingar","1.0"
"stämmer","21.0"
"medelhavsinstituten?","1.0"
"troligt","4.0"
"diesel-","1.0"
"körkort","1.0"
"jämbördiga","1.0"
"förändringen","6.0"
"andra:","2.0"
"förutsett","1.0"
"andra?","4.0"
"läxhjälpsföretag","1.0"
"fruktbar","1.0"
"30-talet","2.0"
"frukt","1.0"
"utpost","1.0"
"avslutad","4.0"
"kvartalet","2.0"
"avslutas","1.0"
"avslutar","7.0"
"mångårigt","1.0"
"västerbotten","6.0"
"slirade","1.0"
"55 000","1.0"
"bedrivas","4.0"
"italien","4.0"
"kännbara","1.0"
"grädde","1.0"
"nystartsjobb","7.0"
"arbetslinje","2.0"
"livspusslet","6.0"
"</em>lade","1.0"
"karolinska","1.0"
"förpliktelser","6.0"
"enkät","2.0"
"immateriella","1.0"
"obligatoriet","1.0"
"offentligt","7.0"
"avslutat","2.0"
"natomedlemskap","13.0"
"frihandelns","1.0"
"arbetsutbudet","1.0"
"bostadsbrist","2.0"
"jobbpolitiken","1.0"
"nätverk","3.0"
"offentliga","114.0"
"1,40","2.0"
"glidningar","1.0"
"säkerhetsbild","1.0"
"andrahandsmarknaden","1.0"
"korta?","1.0"
"praktikjobb","1.0"
"priset","6.0"
"avvecklingslag","1.0"
"priser","14.0"
"domstol","2.0"
"hushållsavgifter","1.0"
"skuld","4.0"
"utbud","1.0"
"ingenting?","1.0"
"visats","1.0"
"skull","14.0"
"ålderdomshem","1.0"
"regionernas","3.0"
"försvaga","2.0"
"tioårigt","1.0"
"alliansen","182.0"
"bält","1.0"
"uttryck","19.0"
"närma","3.0"
"utvärderats","1.0"
"visavi","1.0"
"jessica","6.0"
"större;","1.0"
"innehållsförteckning","4.0"
"genereras","1.0"
"alltjämt","2.0"
"aktuellt","7.0"
"angav","1.0"
"genererar","8.0"
"kusten","1.0"
"uppmanar:","1.0"
"rehabilitering","8.0"
"sinne","1.0"
"frihandels-","1.0"
"snus","7.0"
"bedriver","13.0"
"landet","174.0"
"samtalsinviter?","1.0"
"ansenliga","1.0"
"träffade","4.0"
"friskoleöverenskommelse","1.0"
"skattesänkningar","34.0"
"arbetslöshetsförsäkringen","7.0"
"kvalitet","39.0"
"förstärkningar","2.0"
"aktuella","5.0"
"civilisation","1.0"
"lärlingsutbildning","1.0"
"förvirrande","2.0"
"givit","10.0"
"plöjdes","1.0"
"mäns","1.0"
"rustad","1.0"
"försenas.","1.0"
"nåtts","2.0"
"symtom","1.0"
"skogsnäringen","7.0"
"uttagna","1.0"
"innehåller?","1.0"
"rekreation","1.0"
"rustat","4.0"
"rustas","1.0"
"cecilia","1.0"
"riktvärden","3.0"
"peka","8.0"
"kungariket","1.0"
"präglats","1.0"
"arbetsgivarorganisationernas","1.0"
"budgettext:","1.0"
"frågetecknen","1.0"
"facto","15.0"
"stanna","18.0"
"ajourneringen","1.0"
"välmotiverade","4.0"
"villainbrott","1.0"
"förvaltningsärendena","1.0"
"bilfientlighet","1.0"
"särkraven","2.0"
"bära","4.0"
"givet","13.0"
"spänner","1.0"
"vagnar","1.0"
"palestinierna","1.0"
"invänta","3.0"
"rättsläget","1.0"
"manhattan","1.0"
"sammanhållna","1.0"
"skattelagstiftningen","1.0"
"varnar","2.0"
"varnat","1.0"
"tyglarna","2.0"
"företagsklimatet","5.0"
"förmågor","2.0"
"mannen","2.0"
"ämnena","2.0"
"skatteintäkterna","9.0"
"ouppnåelig","1.0"
"pbl-överprövning</em>","2.0"
"socialförsäkringsutredningen?","1.0"
"senaste","114.0"
"larsson","33.0"
"ackumulerade","1.0"
"ämnet:","1.0"
"lo-förbunden","1.0"
"kleta","1.0"
"landar","9.0"
"a-ö","1.0"
"landat","4.0"
"bäst","20.0"
"hittade","1.0"
"bedrivit","2.0"
"jättefin","1.0"
"invandring","1.0"
"jämfört","31.0"
"skolvärlden","1.0"
"ofärd","1.0"
"permanentade","2.0"
"hyresmarknaden","2.0"
"bosatt","2.0"
"förskollärare","11.0"
"olämpligt","1.0"
"aktuellt?","1.0"
"resultat?","1.0"
"godtyckligt","1.0"
"solidariska","1.0"
"bemärkelse","3.0"
"långtidsparkering","1.0"
"magstarkt","1.0"
"flygfält","1.0"
"integrera","2.0"
"anställningsbeslut","1.0"
"vattenvägar","2.0"
"underleverantörer","2.0"
"alltså","269.0"
"skidåkning","1.0"
"maritima","9.0"
"kommissionens","3.0"
"beteckna","1.0"
"biobränsle","8.0"
"godtyckliga","1.0"
"nyspråk:","1.0"
"vatten","3.0"
"nyspråk?","1.0"
"resandet","1.0"
"borlänge","1.0"
"tragiskt","5.0"
"avhopp","2.0"
"anette","4.0"
"skatteflykten","2.0"
"veckas","1.0"
"tragiska","1.0"
"lokalbefolkningen","1.0"
"felutbildningen","1.0"
"jokkmokk","2.0"
"veckan","25.0"
"vårdföretagarna","5.0"
"viljeyttring","1.0"
"premiera","1.0"
"retorisk","4.0"
"mätt","4.0"
"fungerar","66.0"
"fungerat","10.0"
"juristföreningen","1.0"
"sverigedemokraterna","11.0"
"kampanjsatsning","1.0"
"volatila","1.0"
"självbestämmande","2.0"
"mäta","16.0"
"kvotsystem","1.0"
"brommafrågan","3.0"
"egenförsörjning","1.0"
"vidareutvecklar","1.0"
"sammanträtt","1.0"
"medicinering","3.0"
"entreprenadformer","2.0"
"sjön","9.0"
"projekts","1.0"
"flygplatsområden","1.0"
"avslutningsvis","12.0"
"förändringar","52.0"
"ansökningar","8.0"
"gropar","1.0"
"räddningspersonal","1.0"
"olönsamt","4.0"
"onödan?","2.0"
"program","19.0"
"utrikesförvaltningen","2.0"
"mellanstora","1.0"
"riskbedömningar","1.0"
"guidning","1.0"
"eu-länderna","2.0"
"nedbäddade","1.0"
"samkönade","2.0"
"livlig","5.0"
"matsilvret","1.0"
"spenderande","1.0"
"irak","3.0"
"allianspolitik","1.0"
"iran","1.0"
"riksdagsmannen","1.0"
"uttaget","1.0"
"resonerande","2.0"
"grundligt","1.0"
"oförändrade","2.0"
"alltifrån","4.0"
"arbetskraftsdeltagande","4.0"
"bidragsförsörjning","3.0"
"präglades","2.0"
"srhr?","1.0"
"sätts","2.0"
"jämställdhet","17.0"
"grovt","13.0"
"januari","26.0"
"förenar","2.0"
"förenat","1.0"
"sträcka","4.0"
"kapacitetsbrist","2.0"
"smörgåsbord","2.0"
"svensk","153.0"
"sjösätta","1.0"
"utsatthet","2.0"
"tre-","1.0"
"klassificerade","2.0"
"utförligare","1.0"
"utbetalats","1.0"
"överlämning","1.0"
"förenad","1.0"
"tobaksförpackningen","1.0"
"medlemmar","16.0"
"nämnts","6.0"
"sammanhållen","3.0"
"sammanhållet","2.0"
"härbärgerar","1.0"
"2 kap","1.0"
"kritisera","4.0"
"bollplank","1.0"
"150 000","8.0"
"påföljdsnivå","1.0"
"grova","8.0"
"strider","4.0"
"obra","1.0"
"skolas","1.0"
"permanent","6.0"
"skolan","49.0"
"eu-kretsen","3.0"
"livsglädje","3.0"
"adresserar","2.0"
"namnet","1.0"
"behandlingarna","2.0"
"underkända","1.0"
"kapitaltillskott","1.0"
"underkände","1.0"
"pakistan","1.0"
"klandrar","3.0"
"städtjänsterna","1.0"
"sammanhang","30.0"
"fantastisk","9.0"
"demokratiskt","6.0"
"förstärkningen","4.0"
"tänka","36.0"
"kompromissen","2.0"
"äldreomsorg","6.0"
"snäll","3.0"
"frågeställning","8.0"
"jämställdheten","8.0"
"stödåtgärd","1.0"
"arbetsmarknadsregionerna","1.0"
"leveransgrad","1.0"
"svartarbetet","2.0"
"tänkt","37.0"
"övervinster","1.0"
"siffertricksande","5.0"
"elektroniska","1.0"
"färdigutbildade","2.0"
"skrivelse","2.0"
"bostadsminister","4.0"
"gynnsamt","10.0"
"vitalitet","1.0"
"danskt","2.0"
"solskenshistoria","1.0"
"rådgivare","1.0"
"förhållningssätt?","1.0"
"hänvisas","11.0"
"sätta","48.0"
"presenterad","2.0"
"hänvisat","2.0"
"september","8.0"
"vargfrågan","2.0"
"tobaksförpackningar","1.0"
"restriktivt","1.0"
"idrottsverksamhet","1.0"
"krympte","1.0"
"centimeter?","1.0"
"ärkebilden","1.0"
"visade","28.0"
"presenteras","9.0"
"presenterat","12.0"
"presenterar","6.0"
"process","14.0"
"inställningen","6.0"
"sysselsättningstillfällen","2.0"
"kunskapstemat","1.0"
"incidentberedskapshöjning","1.0"
"frestelsen","2.0"
"alkoholliberala","1.0"
"hänvisar","24.0"
"demokratiska","11.0"
"sätt?","4.0"
"gömdes","2.0"
"sätt:","2.0"
"kollade","1.0"
"danska","9.0"
"glad","43.0"
"trädgården","1.0"
"facit","6.0"
"hänvisad","1.0"
"påstående","6.0"
"återvänder","5.0"
"känsla","3.0"
"välgrundat","1.0"
"sjöfolk","1.0"
"ingela","2.0"
"infrastrukturfrågor","1.0"
"handelsovänner","1.0"
"uppgivenheten","1.0"
"nystartsjobben","22.0"
"lärarstab","1.0"
"omedelbart","9.0"
"utrikes","19.0"
"flygbolag","3.0"
"skatten","49.0"
"inlägg:","1.0"
"spagat","1.0"
"inåt","1.0"
"uppringd","1.0"
"skatter","119.0"
"riskkapital","5.0"
"därifrån","8.0"
"population","4.0"
"röjningsberg","1.0"
"varvats","1.0"
"rapportera","1.0"
"jobbtillväxt?","1.0"
"flexibla","4.0"
"juli","7.0"
"finansieringsmöjligheten","1.0"
"tysklind","3.0"
"pålagor","5.0"
"fick","143.0"
"puttrar","2.0"
"förtydligande","7.0"
"moraliska","1.0"
"glädjekalkyler","1.0"
"årskull","1.0"
"delvis","15.0"
"skär","1.0"
"kreativitet","1.0"
"hästsporten","3.0"
"skäl","53.0"
"peter","43.0"
"passiv","1.0"
"sträckan","2.0"
"undanta","3.0"
"hearing","2.0"
"spara","13.0"
"traineeplatserna","1.0"
"vårproposition","1.0"
"stöld","1.0"
"genomförande","4.0"
"baksidan","1.0"
"märklig","4.0"
"avgörande","36.0"
"förstudierapport","1.0"
"låtanden","1.0"
"verklighetsbeskrivningen","1.0"
"sjukskrev","1.0"
"materiel","6.0"
"försvarsminister","6.0"
"strukturreformer","1.0"
"krisförlopp","1.0"
"knäcka","2.0"
"europarådet","1.0"
"beteendemönster","1.0"
"granskningsbetänkande","1.0"
"juni","8.0"
"ritar","1.0"
"problembeskrivning","1.0"
"pisa-resultaten","1.0"
"stödåtgärder","1.0"
"arbetslöshet","64.0"
"momsintäkterna","1.0"
"konventionella","3.0"
"stöds","1.0"
"myndigheter","45.0"
"penetrera","1.0"
"20 000","16.0"
"myndigheten","18.0"
"friluftslivet;","1.0"
"erfara","1.0"
"konventionellt","1.0"
"innehållsrikt","1.0"
"utvecklingsarbete","1.0"
"oväsentligt","2.0"
"hövligare","1.0"
"affärsmässig","1.0"
"släckningsarbetet","1.0"
"upphandlingar","3.0"
"2001","2.0"
"passar","8.0"
"transporterat","1.0"
"vänsterregeringen","7.0"
"solförmörkelse","1.0"
"både","205.0"
"båda","36.0"
"fastighet","1.0"
"rödgrönas","1.0"
"gläds","2.0"
"lagtekniskt","1.0"
"befogad","3.0"
"bakvänd","1.0"
"onyktra","16.0"
"<em>tillräckligt</em>","1.0"
"kandidaturen","1.0"
"transportsektorn","4.0"
"klampning","4.0"
"organisationsförändringen","1.0"
"2012","18.0"
"friluftslivets","3.0"
"2011","5.0"
"2010","14.0"
"2009","5.0"
"2008","10.0"
"2007","13.0"
"redogöra","6.0"
"2006","89.0"
"linköping","12.0"
"incitament","20.0"
"2005","4.0"
"utgifterna","15.0"
"2004","2.0"
"2003","3.0"
"tror","398.0"
"2002","7.0"
"inrikesflyg","2.0"
"lagstiftningen?","1.0"
"stramar","2.0"
"just","275.0"
"våldtäkter","2.0"
"myndighetssamverkan","1.0"
"området?","2.0"
"skatte-","1.0"
"hon:","3.0"
"etableringslotsarna","1.0"
"välfärdssatsningar","1.0"
"gammal","9.0"
"2022","5.0"
"varianter","2.0"
"2021","2.0"
"tillbaka","172.0"
"2020","19.0"
"tron","1.0"
"spann","1.0"
"företagarna","10.0"
"home","2.0"
"beprövade","2.0"
"2019","1.0"
"2018","3.0"
"2017","8.0"
"2016","22.0"
"material","1.0"
"hemsidor","2.0"
"varianten","1.0"
"2015","38.0"
"skattekrona","1.0"
"2014","45.0"
"jakop","7.0"
"2013","22.0"
"holm","5.0"
"jägarexamen","1.0"
"provsmaka","1.0"
"välfärden.","1.0"
"stifta","1.0"
"bidragshöjningar","7.0"
"avgångna","2.0"
"tillbaks","1.0"
"subventionerna","2.0"
"natos","3.0"
"eu-kommissionen","9.0"
"berghedens","1.0"
"departement","9.0"
"vägen?","3.0"
"likvärdiga","1.0"
"trave","3.0"
"flexibel","3.0"
"sektorer?","1.0"
"bevittna","1.0"
"2030","1.0"
"förövare","2.0"
"utpekar","1.0"
"interpellationssvaret","20.0"
"norwegian","1.0"
"utpekat","5.0"
"interpellationssvaren","1.0"
"helåret","1.0"
"riksdagsordningen","1.0"
"sjukskrivningarna","14.0"
"skaraborg","2.0"
"tillfört","2.0"
"tillförs","2.0"
"standardiseringsförbund","1.0"
"medlemsstater","3.0"
"snabbremissrundan","1.0"
"störa","1.0"
"rut-branschen","2.0"
"transporterna","8.0"
"snusning","2.0"
"besluten?","1.0"
"grödorna","1.0"
"2038","2.0"
"2037","1.0"
"biljettuppgifter","1.0"
"2035","1.0"
"likvärdigt","1.0"
"störs","1.0"
"hjärnskador","1.0"
"kämpar","1.0"
"momsen","4.0"
"sårbar","1.0"
"konsumtionsänden","1.0"
"befogat","1.0"
"natur","10.0"
"kapacitetsproblem","2.0"
"opiatpreparat","1.0"
"någonsin","16.0"
"2050","1.0"
"robert","1.0"
"tillföra","9.0"
"uppträda","2.0"
"flexicurity","1.0"
"stadsutveckling","1.0"
"självförtroende","1.0"
"banden","1.0"
"välfärdstjänster?","1.0"
"vapenklass","1.0"
"bandet","1.0"
"utgiftsposterna","2.0"
"avvägningar","3.0"
"måfå","1.0"
"utslagningen","1.0"
"insåg","3.0"
"flygplatsmark","2.0"
"stöta","1.0"
"anteckningar","2.0"
"välbefinnandet","1.0"
"hopp","10.0"
"attackera","2.0"
"sopa","4.0"
"stött","3.0"
"områdena","6.0"
"skattkistan","1.0"
"stjäl","1.0"
"uppfattat","10.0"
"konst","2.0"
"uppfattas","12.0"
"uppfattar","17.0"
"avgångar","9.0"
"åhörare","1.0"
"byråkratiserade","1.0"
"genomförts","3.0"
"hota","3.0"
"branscher","22.0"
"söderut","4.0"
"branschen","53.0"
"beställer","1.0"
"levererar","6.0"
"omfång","1.0"
"levereras","1.0"
"levererat","4.0"
"sveper","1.0"
"anlita","6.0"
"aktiverades","1.0"
"enkelt:","2.0"
"invigas","1.0"
"definitiva","1.0"
"gårdsproducenter","1.0"
"kammaren","113.0"
"fina","9.0"
"hanteringen","9.0"
"uppseendeväckande","2.0"
"flygplats?","8.0"
"områden?","1.0"
"cirkulär","1.0"
"utexamineras","1.0"
"filt","3.0"
"sysselsättningsgrad","20.0"
"beställde","1.0"
"insamlade","2.0"
"sexuellt?","1.0"
"snackade","1.0"
"flygplats.","1.0"
"gästnätterna","1.0"
"terrorismbekämpning","1.0"
"pettersson","7.0"
"systemfel","1.0"
"horn","1.0"
"energiområdet","2.0"
"regeringspolitiken","1.0"
"satsats","1.0"
"måla","3.0"
"definitivt","15.0"
"gröna","11.0"
"smaksätta","2.0"
"apropå","5.0"
"fördubblade","5.0"
"pensionsintäkter","1.0"
"utformar","2.0"
"utformas","1.0"
"utformat","3.0"
"tolkningen","1.0"
"rasism","2.0"
"anställningsvillkor","1.0"
"avståndsbaserat","2.0"
"summan","5.0"
"redogjorde","5.0"
"skador","5.0"
"halverar","1.0"
"halverat","1.0"
"pisa-resultat","1.0"
"utformad","4.0"
"transportsystemet","4.0"
"förvaltningsdomstolen","4.0"
"karriärstegen","1.0"
"matchningen","2.0"
"brottsförebygga","1.0"
"företagares","1.0"
"processer","3.0"
"belägget?","1.0"
"företagaren","2.0"
"fint","6.0"
"processen","12.0"
"spelregler","8.0"
"sanden","1.0"
"finn","6.0"
"påpeka","17.0"
"byråkratin","2.0"
"riksdagskollega","3.0"
"strandskydd","1.0"
"sjukförsäkrad","1.0"
"avståndsbaserad","3.0"
"innovationsminister","2.0"
"måna","4.0"
"läggas","24.0"
"beklagar","11.0"
"förklaringar","2.0"
"seniorfixaren","1.0"
"bonusens","1.0"
"rättviseproblem","1.0"
"<em>kvinnors","1.0"
"krisberedskap","1.0"
"bäring","2.0"
"72 000","2.0"
"anställdes","1.0"
"sträckor","4.0"
"slutdatum","1.0"
"beskriva","15.0"
"omlastning","1.0"
"elefanten","1.0"
"föregående","11.0"
"kunskapsutmaningar","1.0"
"frukostmöte","2.0"
"globala","24.0"
"förbindelse","18.0"
"äldreboenden","5.0"
"tiger","1.0"
"arbetsgivarverket","1.0"
"baksidor","1.0"
"sova","2.0"
"bryssel;","1.0"
"efterföljs","1.0"
"birka","2.0"
"sysselsättningsgren","2.0"
"återinförd","3.0"
"kalkylerna","3.0"
"sparkvot","1.0"
"återinföra","4.0"
"otillständigt","1.0"
"tolkningar","1.0"
"partierna","13.0"
"tappa","3.0"
"bedrägerispärr","1.0"
"skattefritt","1.0"
"tonnageskattens","2.0"
"inpränta","1.0"
"prisar","1.0"
"allvar","39.0"
"kroatien","4.0"
"måst","1.0"
"ligorna","1.0"
"budgeteringstillfället","1.0"
"regel","2.0"
"avtalet","11.0"
"utomhus","1.0"
"ställa","102.0"
"poppa","1.0"
"utbildningsväsendet","1.0"
"tidningsuppgifter","2.0"
"kraftfullt","3.0"
"termer?","1.0"
"riksmötet","1.0"
"föreslagits","2.0"
"känslomässig","1.0"
"ställd","4.0"
"progressiviteten","1.0"
"konstaderna","1.0"
"taket?","1.0"
"ställe","4.0"
"skogsvårdspolitiken","1.0"
"okomplicerad","3.0"
"kvalitetskrav","1.0"
"substansen","1.0"
"allemansrätten","4.0"
"ambitioner","24.0"
"substanser","18.0"
"kraftfulla","3.0"
"ambitionen","16.0"
"partigränserna","1.0"
"ställt","48.0"
"tobaksskatterna","1.0"
"ställs","13.0"
"majoritetens","1.0"
"okomplicerat","1.0"
"efsa","1.0"
"militärflyget","1.0"
"bjuder","1.0"
"röstade","10.0"
"civilsamhällets","1.0"
"intentionen","2.0"
"intentioner","3.0"
"lägger","85.0"
"faktumet","1.0"
"hemvists","1.0"
"högst","23.0"
"sörentorp","1.0"
"funktionerna","1.0"
"bekämpning","6.0"
"efsi","6.0"
"handelsutbyten","1.0"
"sysselsättningen","40.0"
"bekämpningen?","1.0"
"konkludera","1.0"
"effektiviteten","9.0"
"betalar","38.0"
"betalas","5.0"
"betalat","1.0"
"sköt","2.0"
"vistas;","1.0"
"medelåldern","1.0"
"skön","1.0"
"högre","90.0"
"flygplatser?","1.0"
"högskolebehörighet","4.0"
"mått","11.0"
"trähusbyggandet","1.0"
"medelålders","1.0"
"begripa","2.0"
"försvann","7.0"
"föreslog","22.0"
"uppifråndialog","1.0"
"alkoholskatt","1.0"
"motstridiga","4.0"
"sammanblandas","1.0"
"hemsidan","1.0"
"höjdes","2.0"
"medlemsstaterna","3.0"
"fixa","5.0"
"passus","1.0"
"tidernas","1.0"
"höjden","1.0"
"formalismens","1.0"
"tolkade","1.0"
"humör","1.0"
"kostnadseffektivitet","2.0"
"beskrivs","2.0"
"tillförskansar","1.0"
"fritid","2.0"
"kamrater","1.0"
"utbetalningen","1.0"
"definition","5.0"
"beskrivning","14.0"
"mätning","1.0"
"programmeringsutrustning","1.0"
"efta","1.0"
"hemsida:","1.0"
"isak","3.0"
"fritis","2.0"
"inrättats","1.0"
"allmännyttiga","1.0"
"norrländska","1.0"
"flygförbindelser","10.0"
"stockhaus","1.0"
"löpte","1.0"
"sekretesskäl","1.0"
"kvar?","7.0"
"förhoppningsvis","11.0"
"tillväxtinriktad","2.0"
"regi?","1.0"
"skattetrycket","6.0"
"genomföra?","3.0"
"de facto-kapacitet","1.0"
"fastighetsägaren","1.0"
"välfärden?","1.0"
"budgetunderskott","4.0"
"erkänner","9.0"
"aningen","1.0"
"fordonslängd","1.0"
"bostadsbyggande?","1.0"
"samarbetar","4.0"
"alliansåren","1.0"
"visstidsanställning","12.0"
"genomföra;","1.0"
"folket.","1.0"
"klimatarbetet","2.0"
"folket?","1.0"
"vattentemperatur","1.0"
"försvara","10.0"
"myndigheternas","3.0"
"återfaller","3.0"
"löneutveckling","2.0"
"fokus","21.0"
"välfärdens","22.0"
"onykter","1.0"
"industrifonden","1.0"
"migrationsreglerna","5.0"
"oavsett","31.0"
"blivit","70.0"
"turismen","4.0"
"bostadsbyggandet","12.0"
"klimatarbete","1.0"
"regions","2.0"
"färska","1.0"
"förordningen","2.0"
"villkoren","9.0"
"exportmarknader","1.0"
"fartygets","2.0"
"egendomligt","1.0"
"kvinnofälla","1.0"
"markerar","1.0"
"exportmarknaden","1.0"
"genomföras","9.0"
"tillbakablickande","1.0"
"misshushållning","1.0"
"sanslöst","1.0"
"stöd?","1.0"
"villkorligt","1.0"
"bemanningsfrågan","1.0"
"isen","1.0"
"tillhörde","1.0"
"vidareförmedla","1.0"
"systemen?","1.0"
"djurhållning","1.0"
"bejaka","1.0"
"subventionerad","1.0"
"region?","1.0"
"minsköverenskommelsen","1.0"
"glänt","1.0"
"subventioneras","2.0"
"subventionerar","1.0"
"förtecken","1.0"
"spärrarna","4.0"
"genomförda","2.0"
"tillräcklig","8.0"
"lågkonjunktur","15.0"
"genomförde","15.0"
"sysselsättningsfrågan","1.0"
"miljöpolitisk","1.0"
"inkonsekvent","1.0"
"erkännas","2.0"
"förklaringen","8.0"
"struktur","2.0"
"samarbeten","1.0"
"misshandelsfall","1.0"
"samarbetet","10.0"
"urspårningar","1.0"
"alldeles","49.0"
"idrottsliga","1.0"
"klassificera","3.0"
"lastbilstillverkare","4.0"
"ungdomsarbetsgivare","5.0"
"rågång","1.0"
"skadat","1.0"
"skadar","8.0"
"kärnavfallsavgiften","1.0"
"beröring","1.0"
"lågstadieläraren","1.0"
"slängar","3.0"
"tigit","1.0"
"halter","1.0"
"kontentan","2.0"
"föreslagit?","1.0"
"återstående","2.0"
"1 000","6.0"
"s-gruppledaren","1.0"
"satsade","10.0"
"åldersgränsen","2.0"
"handelsministern","3.0"
"arthur","1.0"
"byggande","13.0"
"halvseklet","1.0"
"panzisjukhuset","2.0"
"krisförloppet","1.0"
"transportera","10.0"
"folkets","2.0"
"avtalat","1.0"
"terrorism","5.0"
"sträcker","3.0"
"konstitutionsutskott","1.0"
"riktningen","2.0"
"allianslösheten","1.0"
"säkerhetsrådet","2.0"
"track","1.0"
"hultqvist?","1.0"
"arbetstagare","4.0"
"reformutrymme","3.0"
"37 100","3.0"
"argumentation","6.0"
"ambivalenta","1.0"
"kongo","3.0"
"underlagsrapporterna","3.0"
"räddats","2.0"
"hinna","1.0"
"enprocentsmålet","1.0"
"besynnerlig","1.0"
"fjäll","1.0"
"spel","7.0"
"föregick","1.0"
"tjatig","1.0"
"ungdomsfixering","1.0"
"förordningar","2.0"
"försvar","20.0"
"hinns","1.0"
"syntetiserats","2.0"
"bjuda","3.0"
"arbetsuppgifter","4.0"
"vältra","1.0"
"arbetstagaren","2.0"
"tänkbara","6.0"
"händelserna","1.0"
"förfalskade","1.0"
"startfasen","1.0"
"småland","2.0"
"naturgas","1.0"
"skyndsamhet","2.0"
"grundplatta","1.0"
