"party","FP"
"syfte","5.0"
"inkomster","1.0"
"castro","2.0"
"kommersiella","1.0"
"början","16.0"
"börjat","4.0"
"vänersborg","1.0"
"börjar","9.0"
"kostnadsbild","1.0"
"krångligare","1.0"
"ryggsäcken","1.0"
"hamasföreträdarna","1.0"
"hjärtliga","1.0"
"pannbenet","1.0"
"ekonom","1.0"
"utrymmet","1.0"
"löneväxling","2.0"
"respekt","13.0"
"förvaltning","3.0"
"utesluta","1.0"
"11 900","1.0"
"likaså","1.0"
"kvinnofridskränkningar","1.0"
"rest","1.0"
"påstods","1.0"
"världsklass","1.0"
"lokalbefolkning","1.0"
"datorer","1.0"
"krav","25.0"
"gett","7.0"
"slutligen","3.0"
"hårda","2.0"
"östergötland","4.0"
"resa","6.0"
"förbluffande","1.0"
"baylan","4.0"
"berörde","3.0"
"hundralapp","3.0"
"900","2.0"
"krampaktigt","1.0"
"front","2.0"
"misshandlas","1.0"
"berörda","2.0"
"framtidsminister","1.0"
"än","87.0"
"territorialhav:","1.0"
"är","1874.0"
"offer","2.0"
"invandrare","7.0"
"finansministerns","1.0"
"stockholmsregionen","7.0"
"nuläget","1.0"
"brukat","1.0"
"funktionshindrade","1.0"
"linjen","2.0"
"kriserna","1.0"
"strängt","2.0"
"miljön","1.0"
"radiointervju:","1.0"
"eventuella","2.0"
"år","122.0"
"drivs","2.0"
"synpunkter","7.0"
"brukar","13.0"
"åt","41.0"
"driva","16.0"
"arbetsmarknadsdepartementet","3.0"
"majoriteter","2.0"
"direkta","3.0"
"begränsning","2.0"
"skärper","1.0"
"diktatur","3.0"
"livsmedelssäkerhetsorgan","1.0"
"fångna","1.0"
"sexslavar","1.0"
"utsatta","10.0"
"uppfyllande","1.0"
"avvisande","1.0"
"uttrycktes","1.0"
"konkurser","1.0"
"kapacitet","1.0"
"osäkert","1.0"
"majoriteten","3.0"
"hända","1.0"
"bortre","7.0"
"sämre","3.0"
"grön","1.0"
"helst","19.0"
"framtid","2.0"
"sydligaste","1.0"
"servicesektorn","1.0"
"bostadsperspektivet","1.0"
"vinklar","1.0"
"konsekvensanalysen","1.0"
"miljö-","1.0"
"bortse","2.0"
"detta","297.0"
"jobb","43.0"
"nationell","20.0"
"kirkuk","1.0"
"återkalla","2.0"
"kravet","3.0"
"södermalm","1.0"
"aftonbladet?","1.0"
"församling","2.0"
"flexibiliteten","2.0"
"vulgärt","1.0"
"uppnå","7.0"
"fastnat","1.0"
"grundforskning","1.0"
"shekarabi","2.0"
"parti","19.0"
"diktator","2.0"
"fastnar","2.0"
"kraven","14.0"
"mp-regeringen","1.0"
"fortbildningen","1.0"
"överenskommelse","7.0"
"birgitta","4.0"
"vintern","1.0"
"30 000","1.0"
"knivskarp","1.0"
"likadant","1.0"
"framkomlig","1.0"
"förvärvsarbete","1.0"
"ländernas","1.0"
"ändpunkt","1.0"
"erfarenheter","2.0"
"feministiska","1.0"
"jämställdhetsperspektiv","1.0"
"behovet","5.0"
"skärpas","1.0"
"generella","1.0"
"socialdemokratisk-miljöpartistiskt","1.0"
"breda","1.0"
"lund","3.0"
"kriterierna","4.0"
"misshandlats","2.0"
"omsorgscollege","1.0"
"jämställt","1.0"
"eu-samarbetet","1.0"
"sysselsättningsökning","1.0"
"bevakare","1.0"
"trevlig","3.0"
"aftonbladets","1.0"
"inkognito","1.0"
"kvarstår:","2.0"
"jämställd","2.0"
"fundersam","1.0"
"telefoner","2.0"
"använt","1.0"
"vagt","1.0"
"generellt","5.0"
"vaga","1.0"
"socialismen","3.0"
"misslyckade","1.0"
"krig","2.0"
"kronor","17.0"
"patienterna","1.0"
"krim","2.0"
"näringslivs","1.0"
"övergångsregler","1.0"
"skjuta","4.0"
"formulering","1.0"
"utvidgat","1.0"
"ihop?","1.0"
"häxkonst","1.0"
"opinionsbildning","1.0"
"raúl","1.0"
"ungdomsförbundet","1.0"
"förebyggas","1.0"
"asylboende","1.0"
"kaka","1.0"
"välfärden","16.0"
"utlyser","1.0"
"för","1083.0"
"regeringsskiften","1.0"
"hänvisningen","1.0"
"regeringsskiftet","1.0"
"tillkännagav","1.0"
"sektorerna","1.0"
"boende","5.0"
"landstingskommunala","1.0"
"konstitution","1.0"
"utredningsarbetet","1.0"
"fördragen","1.0"
"ryding-berg","2.0"
"döda","1.0"
"olaglig","2.0"
"användarna","4.0"
"valt","6.0"
"hållbar","1.0"
"eleverna","4.0"
"kamp","2.0"
"anmälan","1.0"
"feministiskt","2.0"
"brottsbekämpning","2.0"
"problembeskrivningen","1.0"
"vald","2.0"
"december","8.0"
"tårgas","1.0"
"fackföreningen","3.0"
"sfi-utbildningen","1.0"
"vakt","3.0"
"terroristbrott","1.0"
"sida","24.0"
"hatbrott","2.0"
"handelsembargot","1.0"
"populistiska","2.0"
"hänvisa","1.0"
"började","3.0"
"plats","20.0"
"platt","1.0"
"struntar","1.0"
"hjulspår","1.0"
"tillämpningen","2.0"
"levde","1.0"
"kommenterade","1.0"
"luta","2.0"
"elände","1.0"
"byggteknik","4.0"
"europavänligt","1.0"
"falla","2.0"
"expressen","8.0"
"offra","1.0"
"hindra","2.0"
"kommunalpolitiker","1.0"
"lust","1.0"
"tillkännage","1.0"
"vann","2.0"
"utskottsbehandlingen","1.0"
"utvecklingsmetod","1.0"
"pensionssystemet","1.0"
"förbifarten","2.0"
"kollektivtrafiknära","1.0"
"vana","1.0"
"skattehöjning","3.0"
"utbildningsprogram","1.0"
"lever","17.0"
"ihåg","6.0"
"arbetsmarknadsministern","11.0"
"okunnighet","1.0"
"sig?","2.0"
"nedläggning","10.0"
"allting","4.0"
"fördraget","1.0"
"onödig","2.0"
"perifera","1.0"
"förvånad","4.0"
"backa","1.0"
"legitimationer","1.0"
"tidigt?","2.0"
"förvånar","1.0"
"missar","2.0"
"överintendenten","2.0"
"missat","1.0"
"annonseringen","2.0"
"teoretiserad","1.0"
"kan","461.0"
"välbetald","1.0"
"signalverkan","2.0"
"sannerligen","3.0"
"social","1.0"
"svår","3.0"
"fråga","139.0"
"illa","5.0"
"nedgånget","1.0"
"direktiven","1.0"
"utlyst","1.0"
"stränder","2.0"
"300 000-400 000","1.0"
"direktivet","8.0"
"signalspaning","2.0"
"märker","3.0"
"folkhälsoproblem","1.0"
"kast","1.0"
"jord","2.0"
"smörpapper","1.0"
"kantrubrik","79.0"
"sikt","8.0"
"inklusive","2.0"
"oppositionell","1.0"
"hörde","5.0"
"varm","1.0"
"vari","1.0"
"hinder","25.0"
"döma","1.0"
"varg","3.0"
"varv","1.0"
"dömd","1.0"
"styrelse","2.0"
"pensionsåren","1.0"
"vart","2.0"
"kravlös","1.0"
"varannan","1.0"
"gratulera","2.0"
"karl","2.0"
"bristfälliga","1.0"
"spricka","1.0"
"verkligen","32.0"
"vare","4.0"
"elektronisk","2.0"
"vara","168.0"
"roligt","5.0"
"erkänna","3.0"
"arbetade","10.0"
"riktlinjer","4.0"
"transportslagen","1.0"
"föräldraförsäkringen","3.0"
"biologisk","1.0"
"grundbudgeten","1.0"
"drömmer","2.0"
"koalitionen","1.0"
"enskilt","6.0"
"långsiktig","2.0"
"förlorat","1.0"
"upprördhet","1.0"
"avslutning","2.0"
"domstolar","1.0"
"upplåtelseform","1.0"
"enskild","3.0"
"pengar?","1.0"
"justitieminister","2.0"
"läroplansskrivningen","1.0"
"förenklades","1.0"
"kortsiktiga","1.0"
"urlakad","1.0"
"münchenöverenskommelser","1.0"
"bilar","1.0"
"kommunikationssätt","1.0"
"framstå","2.0"
"närtid","1.0"
"kunskapsskola","1.0"
"försäkring","1.0"
"björck","2.0"
"långsamt","1.0"
"önska","2.0"
"stoppet","2.0"
"yttre","1.0"
"skatterna","1.0"
"yttra","1.0"
"kursprov","1.0"
"förloras","1.0"
"vass","3.0"
"<em>har</em>","1.0"
"förlorar","1.0"
"king-romanerna","1.0"
"livsmedel","1.0"
"förtidspensionär","1.0"
"tankarna","2.0"
"riksdag","12.0"
"inhopp","1.0"
"pensionsöverenskommelse","1.0"
"extremt","2.0"
"normala","1.0"
"försörjning","1.0"
"demokraterna","1.0"
"konsumentmakt","3.0"
"förvånade","1.0"
"frekvent","1.0"
"sjukdomar","1.0"
"klargörande","1.0"
"fullständigt","8.0"
"stötande","1.0"
"kommunalisera","1.0"
"skattepengar","4.0"
"grundskola","4.0"
"utvärdering","6.0"
"fullständiga","2.0"
"osäkerhetspolitik","1.0"
"enades","1.0"
"föreslå","4.0"
"redogör","1.0"
"1820","1.0"
"enighet","2.0"
"taiwan","1.0"
"representerar","1.0"
"väntar","5.0"
"väntat","2.0"
"sina","23.0"
"väntan","1.0"
"folkdjupet","1.0"
"bedrövelse","1.0"
"receptet","1.0"
"tillväxtfråga","1.0"
"löntagarfonder?","1.0"
"förtroende","2.0"
"överlämnades","1.0"
"kim","1.0"
"brett","3.0"
"stoppas","7.0"
"värdera","1.0"
"onödan","7.0"
"onödiga","1.0"
"går","86.0"
"säkerhetspolisen","4.0"
"typer","8.0"
"därefter","6.0"
"infrastrukturministern:","1.0"
"byar","1.0"
"problemet","18.0"
"misslyckats","1.0"
"onödigt","1.0"
"samhälle","7.0"
"problemen","6.0"
"typen","18.0"
"stoppar","4.0"
"oppositionens","1.0"
"strukturer","1.0"
"övervaka","1.0"
"bärande","4.0"
"exploaterade","1.0"
"klokt","3.0"
"sist","8.0"
"sundsvall","2.0"
"nödhjälp","1.0"
"klorna","1.0"
"faktorer","3.0"
"humanitära","1.0"
"internt","1.0"
"eu-domstolens","3.0"
"provokation","1.0"
"banker","1.0"
"inslagna","1.0"
"framgick","1.0"
"stupat","1.0"
"interna","5.0"
"stupar","1.0"
"partikollega","2.0"
"perspektiven","1.0"
"utgör","4.0"
"vändpunkt","1.0"
"budgeten","7.0"
"funkat","1.0"
"funkar","4.0"
"ärva","2.0"
"lutar","1.0"
"chavez","1.0"
"perspektivet","3.0"
"informationen","7.0"
"medföra","1.0"
"höjande","1.0"
"rimma","1.0"
"värdena","1.0"
"högerextremister","1.0"
"kunnande","1.0"
"sits","1.0"
"kristdemokraterna","3.0"
"herregud","1.0"
"sitt","54.0"
"kommunicerande","1.0"
"gymnasieutbildning","4.0"
"måste","141.0"
"aggression","1.0"
"rivstartat","1.0"
"anställning","1.0"
"kameraövervakning","1.0"
"intresseorganisationen","1.0"
"hämmar","2.0"
"människa","6.0"
"yttrandefrihet","5.0"
"uppgår","1.0"
"konsumentfråga","2.0"
"blockgränserna","2.0"
"behålla","4.0"
"förfogande","1.0"
"kompletterande","4.0"
"leda","7.0"
"presentationen","1.0"
"ålderspresident","3.0"
"kom","33.0"
"farlig","3.0"
"oberoende","3.0"
"psykologiskt","1.0"
"maktredskap","1.0"
"normalisera","1.0"
"backar","1.0"
"landsting","10.0"
"profilerat","1.0"
"välutbildad","1.0"
"syrien","11.0"
"utbildningen?","1.0"
"ungdomsarbetslöshetsdebatten","1.0"
"baserar","1.0"
"demonstranternas","1.0"
"bestämmelsen","1.0"
"bestämmelser","1.0"
"poängtera","2.0"
"tillsätt","1.0"
"parma","1.0"
"hyresavtal","1.0"
"uppmaning","3.0"
"jonas","2.0"
"ärligt","1.0"
"slutföra","1.0"
"fångar","2.0"
"kombineras","3.0"
"person","9.0"
"förhandlingsperson","3.0"
"skolifierade","1.0"
"exempel","56.0"
"påbörjade","2.0"
"straffbeskattning","1.0"
"reflexion","1.0"
"erkände","2.0"
"sammankopplat","1.0"
"principiella","1.0"
"paris","2.0"
"livskvalitet","1.0"
"studier","2.0"
"regeln","1.0"
"bullerförordningen","3.0"
"bidragit","3.0"
"budgetar","1.0"
"förskoleklass","5.0"
"kommentar","5.0"
"nationer","1.0"
"lönerna","2.0"
"helikopter","2.0"
"match","1.0"
"proportionerligt","1.0"
"synsätt","1.0"
"önsketänkande","2.0"
"leds","1.0"
"pengar","45.0"
"departementet","3.0"
"säljer","2.0"
"innanför","1.0"
"budgetmotion","1.0"
"viljan","1.0"
"mr-kontrollmekanism","1.0"
"arbetsträna","2.0"
"välfärdsstat","2.0"
"pensionsskillnaderna","1.0"
"varje","32.0"
"betydelse","6.0"
"importunderskottet","1.0"
"successiv","1.0"
"enkla","3.0"
"kompetensförsörjningen","1.0"
"hyresnivåer","1.0"
"förmedlar","2.0"
"rabbin","1.0"
"jordbruksdepartementet","1.0"
"kännas","1.0"
"rättvis","2.0"
"förmedlat","1.0"
"gabriel","1.0"
"vården","1.0"
"olyckan","1.0"
"säkerheten","1.0"
"rättvisa","4.0"
"typexempel","1.0"
"skolor?","1.0"
"bereds","2.0"
"eleven","1.0"
"bestämda","1.0"
"varit","72.0"
"aviserade","2.0"
"elever","9.0"
"bestämde","1.0"
"tålighet","1.0"
"kul","1.0"
"vård-","2.0"
"upphöra","2.0"
"beredd","14.0"
"jämställdhetssynen","1.0"
"uppkommer","2.0"
"mördas","1.0"
"programinsatser","1.0"
"mördat","1.0"
"beredskap","1.0"
"boendemiljö","1.0"
"allmän","7.0"
"frihet","8.0"
"hallerby","1.0"
"säkerhet","4.0"
"demonstranter","2.0"
"utanförskap","4.0"
"leif","4.0"
"resursslöseri","2.0"
"produkt","1.0"
"huvudmän","4.0"
"affärsintressen","1.0"
"eu-perspektivet","1.0"
"rut-reformen","1.0"
"hjärtlig","1.0"
"ineffektivt","1.0"
"grisar","1.0"
"våras","1.0"
"avgå","1.0"
"jourpass","4.0"
"rättighet","2.0"
"utfört","1.0"
"söder","4.0"
"affärsresenären","1.0"
"ryssland","23.0"
"känner","20.0"
"tänk","3.0"
"varenda","4.0"
"frångått","1.0"
"anser","30.0"
"export","4.0"
"anställda","5.0"
"anses","1.0"
"stefan","8.0"
"bostadsföretag","1.0"
"spränga","1.0"
"prövade","1.0"
"byråkratisk","1.0"
"utföra","3.0"
"framåt","9.0"
"utnämningar","5.0"
"använts","3.0"
"påtalar","1.0"
"skolverkets","1.0"
"påtalat","3.0"
"affärsresenärer","1.0"
"utlova","1.0"
"individ","1.0"
"eu-domstolen","6.0"
"kartlägga","2.0"
"skapat","6.0"
"ledamot","2.0"
"skapar","11.0"
"lönar","5.0"
"skapas","3.0"
"löntagare","1.0"
"utvärderat","2.0"
"utvärderas","2.0"
"trevligt","2.0"
"mäter","1.0"
"landstingets","1.0"
"kontakt","3.0"
"insatsorganisationen","2.0"
"35 000","1.0"
"löneskatten?","1.0"
"enkel","3.0"
"arbetsmarknadsmodell","1.0"
"besvikna","2.0"
"stockholmarna","1.0"
"interpellant","1.0"
"utbrett","1.0"
"trovärdig","1.0"
"befolkningsökningen","2.0"
"samman","5.0"
"trevliga","2.0"
"lovat","1.0"
"gör","128.0"
"lovar","7.0"
"stormen","1.0"
"socialistiska","1.0"
"lovas","1.0"
"sysslat","1.0"
"ovisshet","1.0"
"omvärderande","1.0"
"infrastrukturutbyggnad","1.0"
"skifte","1.0"
"attackerar","2.0"
"ämnesbehörig","1.0"
"handling","1.0"
"tidsramen","1.0"
"arbetsmarknadsenhet","1.0"
"fängelser","1.0"
"irrelevant","1.0"
"teoretiserade","1.0"
"praktiken","10.0"
"grunder?","1.0"
"överenskommelsen","7.0"
"fjärmar","1.0"
"södra","1.0"
"reservation","1.0"
"valideringsprocess","1.0"
"transportstyrelsen","2.0"
"raderades","1.0"
"vargstam","3.0"
"utflaggning","1.0"
"överenskommelser","3.0"
"ideologisk","3.0"
"folkpartist","1.0"
"2006:","1.0"
"beslut?","3.0"
"europasamarbete","1.0"
"byta","6.0"
"vanligt","5.0"
"2006?","1.0"
"mobiltelefonen","1.0"
"vuxenutbildning","4.0"
"självcensuren","1.0"
"lönen","1.0"
"livsmedelsutmaningen","1.0"
"praxis","1.0"
"mönstrade","1.0"
"löner","1.0"
"sunnimuslimer","1.0"
"ägarlägenheter","4.0"
"upprepar","5.0"
"yrkesutbildade","2.0"
"18-19","1.0"
"shingal/sinjarområdet","1.0"
"besluta","1.0"
"tätt","1.0"
"rebellsidan","1.0"
"jättestora","1.0"
"(forts.)","1.0"
"trovärdigheten","1.0"
"strejkat","2.0"
"världsrekordhållare","1.0"
"bestämma","10.0"
"inte?","5.0"
"trängt","1.0"
"våldsbejakande","3.0"
"viftade","1.0"
"högnivådelegation","1.0"
"tappar","1.0"
"täta","5.0"
"trots","27.0"
"formuleringarna","1.0"
"stormar","1.0"
"gymnasiesystemet","1.0"
"industrier","1.0"
"yrkesprogrammen","1.0"
"utbildningssystemet","1.0"
"tionde","5.0"
"yrkesprogrammet","1.0"
"erodera","1.0"
"5 400","1.0"
"säkerhetskontroller","1.0"
"uppskatta","2.0"
"offentliggöra","1.0"
"projekt","10.0"
"världsopinionen","1.0"
"påverkat","1.0"
"lett","5.0"
"sjukskrivning","9.0"
"inrikespolitiska","1.0"
"reformera","4.0"
"lag","1.0"
"upp:","1.0"
"leta","1.0"
"gazaremsan","2.0"
"påverkas","6.0"
"påverkar","16.0"
"lyser","1.0"
"intar","1.0"
"uppfyller","13.0"
"landstingens","4.0"
"frukterna","1.0"
"intressesfärer","1.0"
"minns","5.0"
"rullorna","1.0"
"besvara","4.0"
"uppstartat","1.0"
"inrikesminister","2.0"
"successiva","1.0"
"samövar","2.0"
"varna","1.0"
"minne","1.0"
"brottsoffer","4.0"
"civilutskottets","1.0"
"säkerhets-","2.0"
"utbilda","11.0"
"levt","5.0"
"besviken","2.0"
"försörja","1.0"
"organisatoriska","1.0"
"anklang","1.0"
"mattan","1.0"
"internationella","5.0"
"strategisk","1.0"
"klustervapen","1.0"
"bostadsbestånd","1.0"
"förutsätts","1.0"
"leva","21.0"
"möjligt","24.0"
"bruksvärdesfaktorer","1.0"
"tillmötesgå","1.0"
"förändrats","2.0"
"våren","3.0"
"skolpolitik","2.0"
"uppe","3.0"
"tjänsterna","2.0"
"skyldig","1.0"
"transportslagsövergripande","4.0"
"pressa","3.0"
"försvarsberedningen","6.0"
"bristerna","1.0"
"kolleger","1.0"
"sjöng","1.0"
"frontlinjerna","1.0"
"föreslogs","1.0"
"basutbudet","1.0"
"patienter","1.0"
"tvingar","3.0"
"resonerar","3.0"
"tvingas","9.0"
"sunniarabiska","1.0"
"ensamt","2.0"
"ärendena","3.0"
"ingick","1.0"
"drivkraften","2.0"
"konstprojekt","1.0"
"nackdelar","1.0"
"redan","41.0"
"karin","5.0"
"kvinnodominansen","1.0"
"anordnas","1.0"
"bommas","1.0"
"pensionssparande","2.0"
"raketgevär","1.0"
"vattenfalls","1.0"
"uppvigling","1.0"
"dock","33.0"
"aviseras","2.0"
"press","3.0"
"aviserat","6.0"
"enkelspårig","1.0"
"betyder","17.0"
"aviserar","3.0"
"internationellt","3.0"
"maktskiftet","1.0"
"säkerhetspolisens","1.0"
"ärendet","1.0"
"flygskatt","2.0"
"lyfter","6.0"
"fastighetsägarperspektiv","1.0"
"bekämpas","2.0"
"ärenden","3.0"
"möjliga","5.0"
"databas","3.0"
"hållning","9.0"
"bekämpar","1.0"
"massinhämtning","1.0"
"ringde","1.0"
"utvidgningen","3.0"
"aviserats","2.0"
"datalagringsdirektivet","5.0"
"tillfälliga","5.0"
"bortskämda","1.0"
"spendera","1.0"
"producera","1.0"
"förslagen","3.0"
"tempelberget","2.0"
"rapport","20.0"
"tillfälligt","2.0"
"påverka?","1.0"
"annektering","1.0"
"(c)","1.0"
"kärnvapenfri","1.0"
"förhandlingsstyrka","1.0"
"utvecklingen","11.0"
"förslaget","5.0"
"1918","2.0"
"korrespondensen","1.0"
"toppåret","1.0"
"rektorerna","1.0"
"sjöfartens","1.0"
"natoländerna","1.0"
"situation","18.0"
"aborträtten","1.0"
"ringer","1.0"
"hösten","3.0"
"tillhört","1.0"
"övergick","1.0"
"ändock","2.0"
"utrymme","5.0"
"här","310.0"
"kongressledamöter","1.0"
"storbritannien","1.0"
"rusta","1.0"
"tillfälle","3.0"
"lyckas","8.0"
"energieffektivitet","1.0"
"nämnt","3.0"
"nämns","3.0"
"avsluta","6.0"
"minska","7.0"
"slutat","1.0"
"hål","1.0"
"medlemmar?","1.0"
"kapitalförsäkringar","1.0"
"slutar","3.0"
"lik","1.0"
"undviker","2.0"
"sparat","1.0"
"tillhöra","2.0"
"liv","4.0"
"prövats","2.0"
"fyrbodalområdet","1.0"
"nämna","4.0"
"erik","1.0"
"regering","48.0"
"brottstyper","2.0"
"reguljära","1.0"
"dömda","1.0"
"kontaktförbud","4.0"
"apparat?","1.0"
"östkusten","1.0"
"landshövding","1.0"
"inskränkning","1.0"
"säkerhetsåtgärder","2.0"
"kriminalitet","1.0"
"avskaffade","1.0"
"oansvarigt","3.0"
"norrland","1.0"
"lyckad","1.0"
"beskedet?","1.0"
"full","3.0"
"likgiltigt","1.0"
"detsamma","1.0"
"annorlunda","2.0"
"detaljerade","1.0"
"stadens","1.0"
"motivation","1.0"
"närvaron","1.0"
"skriver","11.0"
"palestinierna?","1.0"
"centralrådet","1.0"
"sanktioner","3.0"
"precis","46.0"
"konventioner","2.0"
"pliktoptionen","1.0"
"köpenhamn","1.0"
"konventionen","2.0"
"socialförsäkringsutredningen","1.0"
"embargolagstiftningen","1.0"
"bt-bomull","1.0"
"upprätthålla","2.0"
"återigen","25.0"
"80 000","1.0"
"underrättelseoperationen","1.0"
"republikansk","1.0"
"pågående","1.0"
"dömas","1.0"
"incidentberedskap","1.0"
"slutet","9.0"
"planera","3.0"
"granska","4.0"
"heldagsverksamhet","1.0"
"(go","2.0"
"regeringsställning","4.0"
"teoretisk","1.0"
"öppnare","2.0"
"pekade","4.0"
"tydlighet","12.0"
"varav","4.0"
"straffen","1.0"
"liknande","6.0"
"enlighet","3.0"
"ursäktandet","1.0"
"samordningen","1.0"
"skyddsåtgärder","1.0"
"schablonavdrag","1.0"
"skolverksamheten","2.0"
"straffvärdet","1.0"
"munnar","1.0"
"shiamuslimer","2.0"
"skrivit","6.0"
"korrekt","7.0"
"ideologier","1.0"
"parkstad","1.0"
"folkpartiet","77.0"
"utredningsdirektiven","1.0"
"principer","6.0"
"principen","2.0"
"ifrågasatt","1.0"
"1991","1.0"
"klara","10.0"
"utmana","1.0"
"matchning","1.0"
"prov","1.0"
"pang","1.0"
"vidhåller","3.0"
"kommunalråd","2.0"
"offrar","1.0"
"terrorbegreppet","1.0"
"dold","1.0"
"uppgifter","8.0"
"uppgiften","1.0"
"klart","37.0"
"<em>utredning","1.0"
"möjligheten","17.0"
"riktning","4.0"
"fritidshemmen","1.0"
"tidsramar","1.0"
"beroende","7.0"
"möjligheter","12.0"
"hänvisning","2.0"
"förtäta","1.0"
"tidig","1.0"
"markanvisningarna","1.0"
"enkom","1.0"
"skälen","1.0"
"(m)","1.0"
"vänta","8.0"
"slutit","1.0"
"skälet","8.0"
"förstärktes","1.0"
"tryggt","1.0"
"personerna","4.0"
"inslag","1.0"
"klass","1.0"
"låsningar","1.0"
"stimulanspengar","1.0"
"visserligen","5.0"
"ögon","2.0"
"utropat","2.0"
"hongkongborna","1.0"
"liten","10.0"
"snarare","6.0"
"litet","4.0"
"ensamma","2.0"
"minuter","1.0"
"ronneby","2.0"
"allmänhet","3.0"
"tåga","1.0"
"tekniksprång","1.0"
"franska","1.0"
"signaler","6.0"
"chansen","2.0"
"såsom","1.0"
"tyst?","1.0"
"signalen","3.0"
"chanser","1.0"
"part","3.0"
"exempelvis","14.0"
"självmordsbombares","1.0"
"betydde","1.0"
"nationens","1.0"
"jaha?","1.0"
"bryta","4.0"
"fientligt","1.0"
"bild","10.0"
"otakt","1.0"
"höstas","7.0"
"park","2.0"
"ambitionsnivåerna","1.0"
"tiden","23.0"
"förändrade","2.0"
"dåtidens","1.0"
"tider","5.0"
"kokar","1.0"
"abortlagstiftning","1.0"
"vidare","42.0"
"myndighetsbeslutet","1.0"
"kurder","1.0"
"trädsäkring","1.0"
"förankring","2.0"
"reformering","1.0"
"hongkong","9.0"
"huvudskälet","1.0"
"utesluter","1.0"
"rumänien","5.0"
"huvudansvaret","1.0"
"tröst","1.0"
"förebygga","4.0"
"poängterar","1.0"
"lagstiftningar","1.0"
"paraplyrörelse","1.0"
"består","5.0"
"sondera","1.0"
"nischade","1.0"
"innehålla","2.0"
"axlarna","1.0"
"bevisfrågor","1.0"
"allas","1.0"
"frågade:","1.0"
"angreppet","1.0"
"pass","1.0"
"långhelgsförsvar","1.0"
"relativt","4.0"
"välkommet","10.0"
"sektorn","3.0"
"flygets","1.0"
"förlust","1.0"
"löneväxla","1.0"
"välfärdssektorn","4.0"
"möjlig","3.0"
"välkommen","1.0"
"kontrakt","12.0"
"allahs","1.0"
"accepteras","1.0"
"<em>strömma</em>","1.0"
"halmstad","1.0"
"luddig","2.0"
"accepterat","1.0"
"förhandling","2.0"
"kollega","2.0"
"punkt","5.0"
"oppositionen","6.0"
"hyresrätterna","2.0"
"överlämna","1.0"
"rovdjur","1.0"
"känna","10.0"
"redare","1.0"
"sträva","4.0"
"tämligen","3.0"
"tanken","9.0"
"etableringsråd","1.0"
"känns","9.0"
"granskningarna","1.0"
"angående","2.0"
"ledsen","1.0"
"himlen","1.0"
"mina","23.0"
"steget","5.0"
"kårverksamhet","2.0"
"enbart","6.0"
"näringspolitik","1.0"
"angetts","1.0"
"specifikt","3.0"
"100-115","1.0"
"inga","10.0"
"beskrivningen","1.0"
"hög","6.0"
"specifika","4.0"
"övergår","2.0"
"uteslutas","1.0"
"kraften","1.0"
"signal","20.0"
"bejakar","1.0"
"krafter","17.0"
"ilmar","1.0"
"hör","11.0"
"utredning","23.0"
"förlängda","1.0"
"tänker","30.0"
"kopplad","2.0"
"täcker","1.0"
"upphandlar","3.0"
"eliminerar","1.0"
"konfrontation","1.0"
"vartenda","2.0"
"sitter","11.0"
"vattenkraft","1.0"
"kopplat","2.0"
"kopplar","3.0"
"bringa","1.0"
"förmenande?","1.0"
"domesticering","1.0"
"ägd","2.0"
"ylva","12.0"
"färskvara","1.0"
"gjorde","32.0"
"hjälp","4.0"
"inkomna","1.0"
"heartland","1.0"
"gjorda","1.0"
"preventiva","1.0"
"ägt","2.0"
"ägs","1.0"
"helheten","4.0"
"uppmuntrat","1.0"
"uppmuntrar","2.0"
"dåligt","8.0"
"human","1.0"
"övertygad","5.0"
"momenten","2.0"
"legat","1.0"
"inser","1.0"
"luddiga","2.0"
"ystad","1.0"
"oviktigt","1.0"
"rektorer","1.0"
"dåliga","8.0"
"generalmajor","1.0"
"motpoler","1.0"
"planerats","1.0"
"gac-sammanhang","1.0"
"syriens","1.0"
"sidoflöden","1.0"
"ersätta","1.0"
"törs","2.0"
"välfärdsambitioner","3.0"
"långvarigt","1.0"
"varit:","1.0"
"antalet","10.0"
"flygattackerna","2.0"
"arbetsplats","2.0"
"tidsförskjutning","1.0"
"översätta","1.0"
"kraftig","1.0"
"tillsatte","4.0"
"omfattar","1.0"
"tillkom","1.0"
"näring","4.0"
"närpolisreformen","1.0"
"hakkors","2.0"
"jordklotets","1.0"
"kunskapslyftsministern","1.0"
"interpellationsdebatt","3.0"
"kockar","1.0"
"nedrustningsambitioner","1.0"
"starkare","1.0"
"sent?","1.0"
"frågeställningen","3.0"
"långsiktigt","11.0"
"beslutade","3.0"
"mitt","14.0"
"sker","19.0"
"utmärkt","4.0"
"mitten","3.0"
"försäkringskassa","1.0"
"patrik","2.0"
"själv","28.0"
"kyrkor","1.0"
"hundratals","2.0"
"2015?","3.0"
"tamdjur","1.0"
"långsiktiga","12.0"
"oljan","1.0"
"hyresgästföreningen","5.0"
"folkhälsoskäl","1.0"
"maj","2.0"
"man","745.0"
"driftskostnader","1.0"
"straffnivåer","1.0"
"poäng","1.0"
"utrikesfrågor","1.0"
"mat","1.0"
"henne","1.0"
"hannah","4.0"
"uttalat","3.0"
"uttalas","1.0"
"uttalar","7.0"
"månaden","2.0"
"2016?","2.0"
"tänkte","6.0"
"månader","8.0"
"ledsna","1.0"
"tillsatta","2.0"
