"party","KD"
"vänstersmocka","1.0"
"förvärvsfrekvens","1.0"
"boken","1.0"
"genomförda","1.0"
"samordning","7.0"
"publicerades","2.0"
"heller","11.0"
"samarbetet","2.0"
"tanken?","1.0"
"alldeles","2.0"
"nordkorea","1.0"
"asylfall","1.0"
"militär","2.0"
"rågång","1.0"
"terrororganisationen","3.0"
"lagen","2.0"
"fasansfulla","1.0"
"skadlig","1.0"
"stoppa","8.0"
"lagstiftning","5.0"
"genomsnitt","1.0"
"älskar","1.0"
"nyanländas","1.0"
"förskrivs","1.0"
"musiker","2.0"
"magdalena","3.0"
"världsarvet","1.0"
"livligt","1.0"
"honom?","1.0"
"allvarligt","7.0"
"försvarsmakten","19.0"
"elementära","1.0"
"landsbygdsministern","15.0"
"panzisjukhuset","6.0"
"hjärtoperationer","1.0"
"talades","1.0"
"1680","1.0"
"försvarsberedningsrapporten","1.0"
"ägare","1.0"
"avkastningen","2.0"
"avlasta","2.0"
"christina","2.0"
"problematiken","2.0"
"föroreningar","1.0"
"grann:","1.0"
"folkets","2.0"
"kallad","3.0"
"arbetslösa","3.0"
"riktningen","2.0"
"säkerhetsrådet","1.0"
"hemserviceavdrag","1.0"
"tampats","1.0"
"myndigheterna?","1.0"
"miljöpartiet?","1.0"
"arbetstagare","1.0"
"benen","1.0"
"figurerar","1.0"
"haddad","1.0"
"dubbelmoral","1.0"
"osloavtalet","2.0"
"kongo","13.0"
"kanada","2.0"
"tillväxtmöjligheter","2.0"
"lättnader","1.0"
"745 000","1.0"
"spel","1.0"
"krafterna","7.0"
"försvar","1.0"
"avbrott","1.0"
"rut?","1.0"
"elementärt","1.0"
"bjuda","1.0"
"företagsamheten","1.0"
"översvämningar","1.0"
"läget","7.0"
"tvärtemot","1.0"
"fara","1.0"
"händelserna","1.0"
"köras","1.0"
"småland","1.0"
"kulturella","3.0"
"allmänna","1.0"
"fart","1.0"
"rad","2.0"
"konstaterar","2.0"
"fotarbetet","1.0"
"konstaterat","1.0"
"flyktingströmmar","1.0"
"svarade","1.0"
"läroplaner?","1.0"
"justitieministerns","1.0"
"sorts","1.0"
"lagstiftningsverktyget","1.0"
"samordningsansvar","2.0"
"ram","1.0"
"förordningsnivå","2.0"
"bilkö","1.0"
"rut-tjänster","2.0"
"spännande","1.0"
"egentligen?","1.0"
"airport","3.0"
"kraft","5.0"
"handläggning","1.0"
"tillväxt","10.0"
"hantering","4.0"
"knyter","1.0"
"förfärliga","2.0"
"konstruktiv","1.0"
"hamas?","1.0"
"samtidigt","12.0"
"ställde:","1.0"
"människors","2.0"
"poster","2.0"
"dialogtillfällen","1.0"
"trafiksäker","1.0"
"lantbruksföretagarna","1.0"
"underifrån","2.0"
"kvalitetskontroller","1.0"
"socialstyrelsen","5.0"
"sjukhus","3.0"
"vädja","2.0"
"miljöministern","14.0"
"framträdanden","1.0"
"vederlägga","1.0"
"flyktingar","1.0"
"utmärkelser","1.0"
"offentlig","3.0"
"friheten","1.0"
"anslutning","1.0"
"massor","1.0"
"verkligheten","6.0"
"försvagad","1.0"
"yrkesfisket","3.0"
"konkurrera","4.0"
"aggressiva","2.0"
"bevisligen","1.0"
"myggan","1.0"
"kartan","2.0"
"lönearbete","2.0"
"bereder","1.0"
"utredningsuppdrag","1.0"
"tonart","1.0"
"guevara-tröjor","1.0"
"utrikesministern","31.0"
"slås","1.0"
"fast","8.0"
"slår","1.0"
"hemsida","2.0"
"näringen?","2.0"
"uppmärksamhet","1.0"
"stöd","26.0"
"allmänintresse","1.0"
"förutsägbar","1.0"
"uppmätta","1.0"
"symbolpolitik","1.0"
"sönderfall","1.0"
"bekymrad","3.0"
"lönestruktur","1.0"
"gynekolog","1.0"
"löfven","4.0"
"rätt","17.0"
"meningen","1.0"
"konkurrensen","5.0"
"förändringarna","2.0"
"understryka","3.0"
"möjliggöra","3.0"
"beredda","3.0"
"ifrågasätta","3.0"
"ren","1.0"
"binder","1.0"
"erkändes","1.0"
"efterförloppet","1.0"
"utländska","1.0"
"orimlighet","1.0"
"kanoner","1.0"
"miljard","1.0"
"trafikerade","1.0"
"dagligdags","1.0"
"drabba","1.0"
"behov","13.0"
"diktaturer","1.0"
"måttet?","1.0"
"läggs","3.0"
"realistiskt","1.0"
"konsekvens","1.0"
"läroplanens","1.0"
"konsekvent","2.0"
"värmland","1.0"
"omöjligt","1.0"
"aktören","3.0"
"påverka","6.0"
"bristen","4.0"
"stillastående","1.0"
"stärka","5.0"
"2 400","1.0"
"klyftorna","1.0"
"företag","20.0"
"religiösa","1.0"
"riksdagen","17.0"
"medborgarna","3.0"
"brister","4.0"
"aktör","5.0"
"realistiska","1.0"
"lägga","16.0"
"talanger","2.0"
"gårdar","1.0"
"aktörer","14.0"
"modig?","1.0"
"nationalparker","1.0"
"begränsade","1.0"
"resurserna","2.0"
"avskaffas","1.0"
"egen","9.0"
"valideringen","1.0"
"fatahs","1.0"
"människor?","1.0"
"bakterie","2.0"
"aktivitet","2.0"
"byggjobbarna","1.0"
"styra","2.0"
"universitet","1.0"
"makten","4.0"
"agneta","1.0"
"tolka","4.0"
"beklagligt","2.0"
"fiskerättigheter","1.0"
"samtliga","2.0"
"interpellation","20.0"
"synnerhet","2.0"
"frankrike","1.0"
"ganska","9.0"
"reglerat","1.0"
"punkten","2.0"
"när","143.0"
"motiverade","1.0"
"punkter","4.0"
"eget","3.0"
"orättvist","1.0"
"brygga","1.0"
"ständiga","2.0"
"överleva","1.0"
"försvinna","3.0"
"samhället","15.0"
"duga","1.0"
"konkret","5.0"
"unga","2.0"
"konkurrenskraft","8.0"
"innerstad","1.0"
"vidden","1.0"
"analys?</em>","1.0"
"behandling","1.0"
"ständigt","2.0"
"bohuslän","3.0"
"når","1.0"
"säkerställer","1.0"
"nås","1.0"
"kvalificerade","1.0"
"dugg","2.0"
"instruktionen","1.0"
"verksamhet?","1.0"
"tillvägagångssätt","1.0"
"handla","4.0"
"rejäla","3.0"
"kroppslig","1.0"
"kvotera","1.0"
"förskräcklig","1.0"
"försämringar","1.0"
"procentenheter","1.0"
"märkligt","1.0"
"genomförbart","1.0"
"system","7.0"
"brottet","1.0"
"lönsamt","4.0"
"överlevt","1.0"
"fiskenäring","1.0"
"lyssnade","1.0"
"krigsplacerad","1.0"
"meddelat","1.0"
"ställde","7.0"
"rejält","1.0"
"tunga","3.0"
"klartext","1.0"
"budgetförslag","1.0"
"reformeringen","1.0"
"däruppe","1.0"
"rädda","1.0"
"fundamentalt","1.0"
"rättsutslaget","1.0"
"terrororganisation?","1.0"
"demokratisk","1.0"
"erkännandet","10.0"
"vecka","1.0"
"våtmarkerna","1.0"
"city","4.0"
"överväger","2.0"
"stället","14.0"
"framtagandet","1.0"
"väldiga","1.0"
"regler","6.0"
"hemma","2.0"
"utsett","2.0"
"ställer","7.0"
"infrastrukturproposition","1.0"
"ytterst","1.0"
"mödrar","1.0"
"ställen","3.0"
"fängelsestraff","1.0"
"regeringar","3.0"
"närområde","1.0"
"bullervärden","2.0"
"uppgift","2.0"
"engagera","2.0"
"aspekt","3.0"
"väldigt","51.0"
"satsningar","2.0"
"reste","1.0"
"krigsliknande","2.0"
"betonas","1.0"
"betonar","1.0"
"åter","2.0"
"regionerna","1.0"
"skådespelare","1.0"
"tillfoga","1.0"
"käbblet","1.0"
"bönderna","3.0"
"realitet","1.0"
"åkte","2.0"
"sprakabs","1.0"
"tillsättas","1.0"
"slutsats","1.0"
"flygbasen","1.0"
"citynära","4.0"
"akademisk","1.0"
"jönköping","1.0"
"justitie-","1.0"
"regelbundna","1.0"
"ändra","4.0"
"mergeformat","18.0"
"akademiska","1.0"
"gunilla","1.0"
"vädjar:","1.0"
"såklart","2.0"
"norden","1.0"
"socialdemokratiska","1.0"
"hinner","2.0"
"all","4.0"
"buffert","1.0"
"bordet","2.0"
"trafikutskottet","5.0"
"fidel","1.0"
"avvaktar","2.0"
"dn:s","1.0"
"motparten","1.0"
"framtidstro","2.0"
"klarat","1.0"
"klarar","1.0"
"intyga","1.0"
"dåvarande","3.0"
"lägre","3.0"
"statsceremonier","1.0"
"trätt","1.0"
"villiga","1.0"
"reda","2.0"
"migrationsverket","8.0"
"oenighet","1.0"
"överlåta","3.0"
"oförberedd","1.0"
"osmanska","1.0"
"konkurrens","4.0"
"hastar","1.0"
"halvering","2.0"
"högsta","6.0"
"dumt","1.0"
"samfiske","1.0"
"sjömän","3.0"
"anklagades","1.0"
"fortsätter:","1.0"
"myndiga","1.0"
"förstört","1.0"
"självt","2.0"
"margot","13.0"
"ovanliga","1.0"
"assyrier","1.0"
"investeringarna","1.0"
"polen","2.0"
"vardag","4.0"
"propositioner","1.0"
"myggen","4.0"
"allianshåll","1.0"
"räkningar","2.0"
"prioritera","2.0"
"israeler?","1.0"
"väljarna","3.0"
"ovanligt","1.0"
"själva","11.0"
"ägaren","1.0"
"egna","9.0"
"krav?","1.0"
"tacka","19.0"
"handelskammare","2.0"
"mindre","8.0"
"sprakab","7.0"
"sköta","1.0"
"beslutet","7.0"
"utvecklas","3.0"
"upphandlingarna","3.0"
"samhällsutvecklingen","1.0"
"kommenteras","1.0"
"fortsatta","3.0"
"kommenterat","1.0"
"besluten","2.0"
"utvecklar","2.0"
"3,04","1.0"
"kommenterar","1.0"
"hjulet","1.0"
"50-procentsfinansiering","1.0"
"skevt","1.0"
"museerna","4.0"
"huden","1.0"
"anledningen","4.0"
"jag","505.0"
"egentligen","14.0"
"försvarsministern","35.0"
"outtalade","1.0"
"sköts","1.0"
"jan","1.0"
"långsiktighet","2.0"
"fastnade","1.0"
"yrka","1.0"
"fängslas","2.0"
"nivå","5.0"
"ödeshög","1.0"
"jas","1.0"
"folkmordskonventionen","2.0"
"frågar","1.0"
"färre","3.0"
"utanför","4.0"
"frågan","57.0"
"flygtrafiken","3.0"
"upprustning","1.0"
"armkrok","1.0"
"svårt","13.0"
"modellerna","1.0"
"3,10","1.0"
"hälsingland","1.0"
"markeringen","1.0"
"huvudort","1.0"
"alternativet","1.0"
"vänsterflygel","1.0"
"strejk","1.0"
"mellansverige","1.0"
"jobbpolitik","1.0"
"ringa","3.0"
"råda","1.0"
"vida","1.0"
"motsvarighet","1.0"
"luleå","1.0"
"uträttat","1.0"
"statsminister","3.0"
"rekrytera","2.0"
"etiopien","14.0"
"<em>kristdemokraterna","1.0"
"ohyggligt","1.0"
"handel","1.0"
"glömma","1.0"
"eu-kuba-avtalet","1.0"
"kameror","3.0"
"våldtas","1.0"
"handen","3.0"
"kvantitet","2.0"
"nästa","6.0"
"välja","4.0"
"finare","1.0"
"förslag","12.0"
"vice","5.0"
"rut-systemet","1.0"
"utdrag","1.0"
"regemente","1.0"
"korsande","1.0"
"gälla","4.0"
"bytas","1.0"
"klargörandena","1.0"
"senare","2.0"
"igång","11.0"
"självklart","3.0"
"bidra","6.0"
"ruckas","1.0"
"försvinner","3.0"
"förståelsen","1.0"
"kirurg","1.0"
"oacceptabelt","1.0"
"konstiga","1.0"
"organisation","1.0"
"personalförsörjningssystemet","1.0"
"reaktion","1.0"
"rum","1.0"
"skåne","8.0"
"inställning","2.0"
"rut","5.0"
"målen","1.0"
"8 000","1.0"
"konkretisera","1.0"
"frihet?","1.0"
"påtryckningar","1.0"
"över","55.0"
"ekonomiska","8.0"
"syns","2.0"
"ökningen","1.0"
"att","1430.0"
"tillsammans","3.0"
"negativt","3.0"
"av:","1.0"
"senast","1.0"
"namn","3.0"
"förväntningar","1.0"
"milisgrupper","1.0"
"synd","2.0"
"uppfattade","1.0"
"eftergymnasial","1.0"
"behandlingar","1.0"
"gasolfällor","1.0"
"paketerad","1.0"
"uppbringa","1.0"
"privat","4.0"
"åtta","3.0"
"myggor","2.0"
"jan-olof","4.0"
"åtnjuter","1.0"
"etablering","1.0"
"besked","10.0"
"resan","2.0"
"omar","3.0"
"fokusera","1.0"
"lingvister","1.0"
"partier","2.0"
"utläggningen","1.0"
"bortförande","1.0"
"skriftliga","1.0"
"styrka","1.0"
"skett","1.0"
"australien","1.0"
"sedda","1.0"
"alla","58.0"
"samhällsekonomiskt","2.0"
"räkfisket","2.0"
"dotter","2.0"
"befinna","1.0"
"möjligen","2.0"
"utlovar","1.0"
"osund","1.0"
"25 000","1.0"
"negativa","5.0"
"systemet","4.0"
"fråga;","1.0"
"hälso-","1.0"
"fråga:","1.0"
"allt","27.0"
"alls","3.0"
"mördats","1.0"
"medverka","1.0"
"handelsgödsel","4.0"
"biståndsministern","2.0"
"bostadsministern","1.0"
"enklare","1.0"
"snälla","1.0"
"målar","1.0"
"skatteintäkter","2.0"
"statiskt","1.0"
"<em>föreslagen","1.0"
"oroligheterna","1.0"
"södertälje","1.0"
"konstigt","3.0"
"samhällsekonomiska","2.0"
"miljöpartist","1.0"
"befolkningarna","1.0"
"hjärtspecialist","1.0"
"skeva","1.0"
"osäker","1.0"
"instruktion","5.0"
"flera","22.0"
"minoritet","1.0"
"kring","10.0"
"intresset","1.0"
"rent","1.0"
"gymnasiet","6.0"
"vänder","2.0"
"bord","1.0"
"får","57.0"
"samfundet","1.0"
"nöd","1.0"
"jernhusens","3.0"
"militära","5.0"
"yrkeskarriär","1.0"
"planeringen","2.0"
"tonårsåren","1.0"
"betydelsefullt","2.0"
"sorterar","1.0"
"utlandet","1.0"
"förpliktar","1.0"
"hyra","1.0"
"instanser","2.0"
"tvärtom","3.0"
"motverka","1.0"
"instansen","1.0"
"uddevalla","1.0"
"vallöfte","1.0"
"individuellt","1.0"
"utveckla","4.0"
"känslighet","1.0"
"ropar","1.0"
"40-60-procentig","1.0"
"stockholm","22.0"
"manhammar","1.0"
"rätta","2.0"
"konfliktmineralerna","2.0"
"vill","130.0"
"betydelsefulla","1.0"
"förvalta","1.0"
"prioriterade","2.0"
"parter","1.0"
"fanan","1.0"
"organiserat","1.0"
"organiseras","1.0"
"inledningsvis","1.0"
"attackmyggan","1.0"
"orkester","1.0"
"principöverenskommelse","1.0"
"kilo","5.0"
"lokal","3.0"
"judiska","1.0"
"specialitet","1.0"
"nato","1.0"
"uppbackning","1.0"
"avstånd","1.0"
"debatt","5.0"
"bort","10.0"
"igenom","7.0"
"eclund","1.0"
"direktiv","3.0"
"mord","1.0"
"välkomnar","3.0"
"målet","2.0"
"välkomnas","1.0"
"hederliga","1.0"
"sänka","1.0"
"utbyggnad","1.0"
"parten","2.0"
"skolorna","1.0"
"gynnar","1.0"
"trestegsraket","1.0"
"vika","2.0"
"kontinuerliga","1.0"
"beslutat","5.0"
"strategiskt","1.0"
"svävar","1.0"
"välkomna","1.0"
"olycklig","1.0"
"säkert","3.0"
"bransch-","1.0"
"dagsläget","1.0"
"lärare","5.0"
"förbjude","1.0"
"bonde","4.0"
"separat","1.0"
"flygbas","1.0"
"vågar","6.0"
"england","1.0"
"försämrat","1.0"
"försämras","1.0"
"språktestaren","1.0"
"gång","7.0"
"aktiviteten","1.0"
"sa:","2.0"
"frångår","1.0"
"ordförande","2.0"
"sattes","1.0"
"parlamentet","2.0"
"träda","1.0"
"syfte","3.0"
"största","12.0"
"rönt","1.0"
"inkomster","4.0"
"castro","1.0"
"vips","1.0"
"görs","8.0"
"början","2.0"
"logistikorganisation","1.0"
"röra","4.0"
"börjat","2.0"
"icke","2.0"
"djursholm","1.0"
"börjar","8.0"
"ryggsäcken","1.0"
"vardagen","1.0"
"forskning","4.0"
"respekt","3.0"
"bottentrål","1.0"
"bestraffning","1.0"
"sak","12.0"
"utesluta","1.0"
"psykisk","1.0"
"likaså","1.0"
"rest","1.0"
"sas","1.0"
"datorer","1.0"
"göra","64.0"
"sinsemellan","2.0"
"gett","8.0"
"krav","11.0"
"självstyret","1.0"
"slutligen","1.0"
"östergötland","3.0"
"resa","1.0"
"perspektiv","3.0"
"ea20","2.0"
"1 100","1.0"
"depression","1.0"
"berörda","3.0"
"maximalt","1.0"
"framgångsmöjligheterna","1.0"
"bedöms","1.0"
"jordbruksstödets","1.0"
"förfarandet","1.0"
"bad","1.0"
"fiskets","1.0"
"än","25.0"
"lyssna","2.0"
"klassiskt","1.0"
"mjölk","3.0"
"ekonomisk","1.0"
"är","761.0"
"halverats","2.0"
"offer","1.0"
"röst","3.0"
"undvika","2.0"
"bedöma","1.0"
"förespråkar","1.0"
"stockholmsregionen","2.0"
"öppna","1.0"
"procentandel","1.0"
"bedömd","1.0"
"nuläget","1.0"
"heder","1.0"
"bredda","2.0"
"kriserna","1.0"
"linjen","4.0"
"kompletterar","2.0"
"trafikutskottets","1.0"
"läx-rut","2.0"
"tekniska","1.0"
"miljön","2.0"
"personal","9.0"
"avskeda","1.0"
"år","65.0"
"motiveras","1.0"
"territorium","1.0"
"åt","19.0"
"synpunkter","1.0"
"brukar","1.0"
"driva","3.0"
"förenligt","1.0"
"berättar","2.0"
"höjda","3.0"
"diktatur","1.0"
"sexslavar","3.0"
"utsatta","2.0"
"förbättra","10.0"
"komplicerat","1.0"
"berättat","2.0"
"avsteg","1.0"
"delen","2.0"
"rått","1.0"
"kapacitet","2.0"
"etiopiska","1.0"
"ministern","60.0"
"osäkert","4.0"
"majoriteten","2.0"
"hända","2.0"
"6 miljarder","1.0"
"frihetskämpe","1.0"
"arresteringar","1.0"
"hände","2.0"
"sämre","1.0"
"rhendalen","1.0"
"civil","2.0"
"framtid","3.0"
"helst","6.0"
"finansministern:","2.0"
"sammanfatta","1.0"
"ryggsäck","2.0"
"opinionsbildningen","1.0"
"75 000","1.0"
"ser","45.0"
"höjer","1.0"
"kohandlat","1.0"
"viss","7.0"
"läromästare","1.0"
"sex","4.0"
"tittare","1.0"
"miljö-","1.0"
"grannars","1.0"
"gått","9.0"
"bortse","3.0"
"detta","119.0"
"hoppar","6.0"
"hoppas","19.0"
"miljöstyrande","1.0"
"bakgrund","6.0"
"helt?","1.0"
"hägglund","3.0"
"jobb","15.0"
"löser","3.0"
"visa","8.0"
"nationell","6.0"
"sfi","1.0"
"plan-","2.0"
"ärende","2.0"
"återkalla","1.0"
"jul","1.0"
"kravet","1.0"
"skatteförslagen","1.0"
"arbetar.","1.0"
"lönsamhet","1.0"
"miljöpartiet","12.0"
"uppnå","1.0"
"oftare","1.0"
"jättebra","1.0"
"världen","9.0"
"åtgärderna","1.0"
"övning","2.0"
"parti","5.0"
"kraven","3.0"
"mödrahälsovård","2.0"
"fastställts","1.0"
"överenskommelse","1.0"
"tvättaktörer","1.0"
"likviditetskris","1.0"
"30 000","1.0"
"bedömts","1.0"
"<em>jag","1.0"
"näringsfientliga","1.0"
"ekonomins","1.0"
"likadant","1.0"
"framkomlig","1.0"
"fjorton","1.0"
"personer","22.0"
"erfarenheter","2.0"
"tillkomma","1.0"
"indirekt","2.0"
"levnadsvillkor","1.0"
"behovet","4.0"
"prognos","1.0"
"förtryckarregimer","1.0"
"värnplikt","2.0"
"huvudmännen","1.0"
"generella","1.0"
"sannolikt","1.0"
"breda","2.0"
"delar","15.0"
"sven-erik","2.0"
"någorlunda","1.0"
"vilken","13.0"
"bredd","1.0"
"sig","111.0"
"personen","2.0"
"sammanfattningsvis","1.0"
"ideella","19.0"
"sin","34.0"
"sit","1.0"
"skyldigt","1.0"
"historia","1.0"
"kris","4.0"
"alltid","9.0"
"setts","1.0"
"skatteinkomster","1.0"
"kvarstår:","1.0"
"ansvariga","2.0"
"jämställd","1.0"
"personalområdet","1.0"
"använt","1.0"
"hundra","3.0"
"stängningen","1.0"
"stadgar","1.0"
"intimt","1.0"
"utredaren","1.0"
"vaga","1.0"
"vilket","24.0"
"kronor","12.0"
"sjukhusområdet","1.0"
"väljare","1.0"
"statens","9.0"
"tunnel","1.0"
"sju","1.0"
"sysselsättningsnivån","1.0"
"utredare","1.0"
"dokumentation","1.0"
"ansvarstagande","1.0"
"skjuta","1.0"
"bil","1.0"
"bevaka","3.0"
"framhärdar","1.0"
"ska","241.0"
"bit","1.0"
"vinst","3.0"
"ske","2.0"
"tillika","1.0"
"rut-avdragets","1.0"
"förbättringsåtgärder","1.0"
"läxhjälp","1.0"
"ungdomsförbunden","1.0"
"lösningen","1.0"
"hoppades","1.0"
"välfärden","3.0"
"tidpunkter","1.0"
"öppen","1.0"
"funktion","1.0"
"för","531.0"
"gymnasium","4.0"
"partimotion","1.0"
"regeringsskiftet","1.0"
"förvissade","1.0"
"boende","2.0"
"skjuts","1.0"
"målsättning","1.0"
"yrkeserfarenheter","4.0"
"kreativt","1.0"
"döda","2.0"
"etablera","3.0"
"tv:n","1.0"
"framsteg","1.0"
"olaglig","1.0"
"valt","2.0"
"gnager","1.0"
"eleverna","2.0"
"svåröverblickbar","1.0"
"ambassad","3.0"
"kostat","1.0"
"deje","1.0"
"uppdrag","11.0"
"hälsoinspektören","1.0"
"december","4.0"
"mjölkproduktion","2.0"
"tradition","1.0"
"fackföreningen","1.0"
"bli","23.0"
"kostar","1.0"
"kräver?","1.0"
"pethrus","3.0"
"kall","1.0"
"sida","8.0"
"skönt","1.0"
"umbäranden","1.0"
"tjänstemannen","1.0"
"dämpas","1.0"
"började","2.0"
"göteborgsregionen","1.0"
"plats","9.0"
"drabbar","4.0"
"drabbas","8.0"
"drabbat","1.0"
"antroposofiska","1.0"
"passagerare","1.0"
"sedan","39.0"
"reagera","1.0"
"struntar","1.0"
"embargopolitik","1.0"
"palestinsk","2.0"
"glömda","1.0"
"länk","1.0"
"kommenterade","3.0"
"anges","1.0"
"återtagit","1.0"
"asylsökandes","2.0"
"luta","2.0"
"fikru","5.0"
"skicklig","1.0"
"produkter","1.0"
"läns","2.0"
"reklamutrymmena","1.0"
"kulturdepartementets","1.0"
"lägstanivå","1.0"
"anger","2.0"
"roger","1.0"
"värnpliktiga","4.0"
"förtrycks","1.0"
"som","681.0"
"modig","10.0"
"lydnadsförhållande","1.0"
"hindra","1.0"
"missade","2.0"
"dela","4.0"
"verktygen","2.0"
"historiebok","2.0"
"tufft?","1.0"
"antogs","1.0"
"inblandad","1.0"
"bnp","1.0"
"bättre?","1.0"
"mukwege","8.0"
"marinens","4.0"
"förbifarten","13.0"
"partikamraterna","1.0"
"svarta","1.0"
"plånbok","1.0"
"lever","2.0"
"röstförklaring","1.0"
"slå","8.0"
"passerar","1.0"
"helhetsgranskning","1.0"
"innebära","3.0"
"relevant","1.0"
"ihåg","1.0"
"ökning","2.0"
"arbetsmarknadsministern","10.0"
"sig?","1.0"
"nedläggning","7.0"
"vinna","1.0"
"sommaren","2.0"
"förhoppningar","1.0"
"allting","3.0"
"bok","1.0"
"inhousereklamverksamhet","1.0"
"räkna","3.0"
"perifera","1.0"
"bor","10.0"
"tisdags","1.0"
"förvånad","5.0"
"diskuterar","2.0"
"miljökrav","1.0"
"diskuteras","2.0"
"lästes","1.0"
"små","8.0"
"civilsamhället","6.0"
"förvånar","1.0"
"båtar","1.0"
"kortare","1.0"
"räknat","3.0"
"försäljning","1.0"
"näringslivet","8.0"
"förvånat","1.0"
"kan","180.0"
"bevara","1.0"
"myndig","1.0"
"natura","1.0"
"betydelsefull","2.0"
"den:","1.0"
"dels","2.0"
"svår","1.0"
"fråga","62.0"
"illa","3.0"
"<em>att","1.0"
"huvudstaden","2.0"
"fall?","1.0"
"uppfattning","6.0"
"direktiven","3.0"
"100","2.0"
"förhållandena","1.0"
"undersökningar","1.0"
"interpellationssvar","2.0"
"återkomma","1.0"
"uttalades","1.0"
"väckt","2.0"
"avlöser","1.0"
"dynamiken","1.0"
"verksamheterna","1.0"
"märker","3.0"
"erkänns","1.0"
"delta","1.0"
"sikt","3.0"
"kantrubrik","18.0"
"migrationsverkets","5.0"
"inklusive","4.0"
"hörde","9.0"
"bra","59.0"
"ledning","1.0"
"framgår","2.0"
"oroväckande","3.0"
"putin","1.0"
"processerna","1.0"
"ssv","1.0"
"styrelse","2.0"
"begränsas","1.0"
"begränsat","1.0"
"vars","1.0"
"varannan","1.0"
"makthegemoni","1.0"
"stopp","2.0"
"anslag","1.0"
"ärna","4.0"
"verkligen","17.0"
"vare","2.0"
"infrastrukturministerns","1.0"
"mjölkproducenterna","1.0"
"vara","76.0"
"pådrivande","1.0"
"roligt","1.0"
"erkänna","6.0"
"storägare","1.0"
"skära","1.0"
"besvären","1.0"
"sinjarbergen","1.0"
"3,50-3,60","1.0"
"rasmässigt","1.0"
"ön","2.0"
"arbetade","1.0"
"läroplan","1.0"
"flyget","1.0"
"regleringsbrev","1.0"
"riktlinjer","1.0"
"sammanställningar","1.0"
"säkerhetspolitisk","1.0"
"swedfund?","1.0"
"enskilt","2.0"
"långsiktig","11.0"
"upprördhet","1.0"
"olidligt","3.0"
"kontrollerat","1.0"
"kontrolleras","3.0"
"försök","2.0"
"plikt","1.0"
"förstått","2.0"
"lätt","2.0"
"mjölkbönder","3.0"
"förvåning","1.0"
"behöver","33.0"
"hävda","2.0"
"bti","5.0"
"innebär?","1.0"
"stora","23.0"
"instämmer","1.0"
"svära","1.0"
"lantbrukare","8.0"
"bilar","2.0"
"närtid","4.0"
"blicka","2.0"
"lantbruket","1.0"
"<em>under","1.0"
"oskyldig","1.0"
"läst","1.0"
"140","1.0"
"björck","1.0"
"önska","3.0"
"huvudlöst","1.0"
"läsa","4.0"
"mänskligheten","2.0"
"bestraffa","1.0"
"varför","14.0"
"artikel","3.0"
"reklamaktör","1.0"
"synas","1.0"
"stort","16.0"
"skolgång?","1.0"
"utredningstjänst","2.0"
"livsmedel","1.0"
"lyfte","2.0"
"bygglagen","2.0"
"moderat","1.0"
"plusen","1.0"
"tankarna","1.0"
"fiskeripolitiken","1.0"
"riksdag","1.0"
"lyfta","9.0"
"slutlig","1.0"
"arbetsgivarna","1.0"
"länge","7.0"
"dess","8.0"
"ifall","1.0"
"skatteavdelningen","1.0"
"fn-förbundet","1.0"
"verka","1.0"
"företagets","1.0"
"generalförsamling","1.0"
"sagts","3.0"
"usa:s","1.0"
"extrema","1.0"
"klargörande","1.0"
"fullständigt","1.0"
"désirée","3.0"
"planerna","1.0"
"regeringspartner","1.0"
"det?","2.0"
"fästningar","1.0"
"stå","3.0"
"utvärdering","1.0"
"avskaffa","3.0"
"sjukvårdskunskaper","1.0"
"enades","1.0"
"österfärnebo","1.0"
"enighet","1.0"
"representerar","1.0"
"arbetstid","2.0"
"väntar","4.0"
"längs","2.0"
"huvudverktyg","1.0"
"uppmuntra","1.0"
"väntat","1.0"
"sina","26.0"
"väntan","1.0"
"normalt","1.0"
"ransoner","3.0"
"emellertid","1.0"
"hoppfullt","1.0"
"fantastiskt","1.0"
"ransonerna","1.0"
"argumenten","1.0"
"bedömas","1.0"
"syn","7.0"
"170","1.0"
"förtroende","5.0"
"regeringen","122.0"
"argumentet","1.0"
"mjölkpriset","1.0"
"brett","1.0"
"behövas","3.0"
"värdera","2.0"
"allianspartierna","1.0"
"kompetensutvecklar","1.0"
"går","36.0"
"tittade","2.0"
"oktober","2.0"
"relativisera","2.0"
"magnus","1.0"
"infrastrukturministern","11.0"
"tullministern","1.0"
"socialist","1.0"
"kärlsjukvård","1.0"
"typer","2.0"
"involverade","2.0"
"problemet","15.0"
"förlora","2.0"
"kvalitetsbristerna","1.0"
"hållas","1.0"
"gränsdragningar","1.0"
"samhälle","5.0"
"problemen","3.0"
"hektar","1.0"
"typen","4.0"
"eftertanke","1.0"
"stoppar","1.0"
"skulle","99.0"
"klokt","1.0"
"sist","2.0"
"väckts","1.0"
"sundsvall","1.0"
"ändrat","1.0"
"ändrar","1.0"
"arbetsgivare","3.0"
"folkmordskonventionens","2.0"
"hade","36.0"
"fråga.</em>","1.0"
"yrkesroller","1.0"
"jobbskatteavdrag","1.0"
"saco","1.0"
"faktorer","2.0"
"internt","3.0"
"utplåna","4.0"
"bristande","1.0"
"banken","1.0"
"dött","2.0"
"varken","8.0"
"väsentlig","1.0"
"landningsskyldighetens","1.0"
"navet","1.0"
